tender_id,category,region,procurement_method,bid_count,median_bid_ratio,mad,relative_spread,coefficient_of_variation,minimum_bid_ratio,maximum_bid_ratio,peer_median,peer_mad,peer_count,robust_z,tightness_percentile,price_evidence,tightness_score
T00191,ELECTRICAL_EQUIPMENT,TN-NORTH,OPEN,8,0.99732,0.03257,0.0955,0.03611,0.96432,1.05957,0.12121,0.025709999999999997,9,0.6744907594765952,0.3333333333333333,0.8818460812086875,10.471204188481675
T01715,MEDICAL_SUPPLIES,KA-CENTRAL,OPEN,6,1.0204,0.01161,0.05843,0.01827,0.99599,1.05562,0.09419,0.027749999999999997,53,0.8691816057255151,0.18867924528301888,0.8815507091737783,17.114495978093444
T00594,LAB_EQUIPMENT,KA-NORTH,TWO_STAGE,4,1.00514,0.01096,0.06377,0.02449,0.99055,1.05464,0.107755,0.04398500000000001,2,0.6744907594765953,0.5,0.8808680696074466,15.681354869060689
T01532,MEDICAL_SUPPLIES,AP-SOUTH,LIMITED,4,1.01149,0.01038,0.02676,0.01199,1.00109,1.02815,0.058615,0.031854999999999994,2,0.6744907594765954,0.5,0.8808680696074466,37.36920777279522
T01710,ELECTRICAL_EQUIPMENT,KA-SOUTH,OPEN,8,1.00997,0.00815,0.05833,0.01759,0.99632,1.05523,0.09169,0.025990000000000013,43,0.8657565115867333,0.13953488372093023,0.8796299708942055,17.143836790673753
T01862,IT_SERVICES,KA-SOUTH,TWO_STAGE,3,1.00585,0.00614,0.03719,0.01642,0.97458,1.01199,0.0821,0.02933000000000001,7,1.0327780432353866,0.2857142857142857,0.8789948859664484,26.888948642108094
T01796,LAB_EQUIPMENT,KA-CENTRAL,OPEN,9,1.00042,0.00985,0.06564,0.01947,0.96773,1.0334,0.08785,0.026139999999999997,29,0.5730849184382241,0.41379310344827586,0.8772249083435554,15.234613040828762
T00223,WATER_INFRASTRUCTURE,KA-NORTH,OPEN,5,1.01568,0.0208,0.08371,0.02973,0.98897,1.074,0.10822999999999999,0.01692000000000001,42,0.977453511960171,0.11904761904761904,0.8772009048062321,11.94600406164138
T02347,CIVIL_MAINTENANCE,KA-CENTRAL,OPEN,9,0.98953,0.10035,0.22127,0.08792,0.87092,1.08987,0.0943,0.022679999999999992,73,-3.776018153912845,0.9863013698630136,0.8767123287671232,4.519365481086456
T00493,WATER_INFRASTRUCTURE,KA-CENTRAL,OPEN,3,0.93969,0.00197,0.06658,0.03028,0.93772,1.00029,0.11693,0.029219999999999996,59,1.1622385263397186,0.15254237288135594,0.8765205994807165,15.019525382997898
T01887,BUILDING_CONSTRUCTION,KA-BENGALURU,OPEN,3,1.01278,0.02786,0.0778,0.03197,0.98492,1.06371,0.11302,0.02312,21,1.0274898161230832,0.2857142857142857,0.8754694012249128,12.853470437017997
T01729,ELECTRICAL_EQUIPMENT,KA-NORTH,TWO_STAGE,5,1.0248,0.01702,0.0637,0.0244,0.97654,1.04181,0.08716,0.016640000000000002,7,0.9509346885409206,0.14285714285714285,0.8750334651184508,15.698587127158554
T00077,IT_SERVICES,TN-NORTH,OPEN,8,1.00053,0.04453,0.17787,0.05395,0.90464,1.0826,0.105455,0.021859999999999997,8,-2.234366347095044,1.0,0.875,5.622083544161466
T00366,ROAD_CONSTRUCTION,KA-CENTRAL,TWO_STAGE,8,0.97392,0.04669,0.14861,0.05672,0.92499,1.06972,0.08646999999999999,0.011260000000000006,16,-3.7222784896869983,1.0,0.875,6.729022273063724
T00367,ELECTRICAL_EQUIPMENT,AP-SOUTH,OPEN,8,0.99469,0.03958,0.15303,0.05022,0.91192,1.06414,0.11116000000000001,0.03665500000000001,10,-0.7704522738858282,1.0,0.875,6.53466640528001
T00800,FURNITURE,KA-SOUTH,OPEN,8,0.98543,0.03102,0.20108,0.05968,0.93682,1.13498,0.120115,0.025825000000000008,32,-2.1146232077840277,1.0,0.875,4.973145016908693
T00914,FURNITURE,KA-CENTRAL,OPEN,8,0.98619,0.0362,0.22211,0.06181,0.85827,1.07732,0.09752,0.03523000000000001,35,-2.385319435798722,1.0,0.875,4.502273648192337
T01186,LAB_EQUIPMENT,TN-NORTH,OPEN,8,0.99804,0.01761,0.11441,0.03341,0.96428,1.07846,0.10492499999999999,0.0061350000000000085,4,-1.042794597169601,1.0,0.875,8.7404947120007
T01191,ELECTRICAL_EQUIPMENT,KA-BENGALURU,OPEN,8,0.99197,0.02274,0.19192,0.05241,0.91376,1.10414,0.10288,0.023164999999999998,16,-2.592560208236393,1.0,0.875,5.2105043768236765
T01386,CIVIL_MAINTENANCE,KA-NORTH,OPEN,8,0.90591,0.02989,0.22085,0.07854,0.87514,1.07522,0.103015,0.023669999999999997,62,-3.357778565396054,1.0,0.875,4.527960153950645
T01654,CIVIL_MAINTENANCE,KA-BENGALURU,OPEN,8,1.02722,0.02066,0.16297,0.04408,0.92504,1.09245,0.1076,0.03349,14,-1.11515537032604,1.0,0.875,6.136098668466589
T01930,BUILDING_CONSTRUCTION,KA-NORTH,OPEN,8,1.0324,0.03537,0.24423,0.0881,0.82175,1.0739,0.10989,0.03468,53,-2.6127764886991294,1.0,0.875,4.094501085042787
T02225,WATER_INFRASTRUCTURE,AP-SOUTH,OPEN,8,0.9972,0.03585,0.18894,0.05679,0.90807,1.09648,0.11100499999999999,0.018865,12,-2.7864530792371296,1.0,0.875,5.292685508627078
T02256,MEDICAL_SUPPLIES,TN-NORTH,LIMITED,8,0.98832,0.01969,0.12394,0.03489,0.92777,1.05026,0.12394,0.0,1,0.0,1.0,0.875,8.06842020332419
T02344,BUILDING_CONSTRUCTION,KA-SOUTH,OPEN,8,1.00262,0.02895,0.21781,0.06146,0.86687,1.08525,0.10953,0.024610000000000007,53,-2.9676497129673187,1.0,0.875,4.591157430788302
T02368,LAB_EQUIPMENT,KA-BENGALURU,OPEN,8,1.01565,0.01413,0.17165,0.04646,0.89412,1.06845,0.10547999999999999,0.028195000000000005,6,-1.5829421370656607,1.0,0.875,5.825808330905914
T01682,CIVIL_MAINTENANCE,KA-CENTRAL,OPEN,4,1.01283,0.02626,0.06339,0.02838,0.97652,1.04073,0.0943,0.022679999999999992,73,0.9192464451244073,0.2465753424657534,0.8743663406926206,15.775358889414735
T01536,LAB_EQUIPMENT,KA-CENTRAL,OPEN,4,0.98952,0.00716,0.05336,0.02058,0.94819,1.00099,0.08785,0.026139999999999997,29,0.8899459179169001,0.27586206896551724,0.874355990161813,18.740629685157423
T01679,FURNITURE,TN-NORTH,LIMITED,5,0.96569,0.01059,0.06782,0.02224,0.93146,0.99695,0.08023,0.014125000000000006,4,0.5925968371755423,0.5,0.8740774697404339,14.744913005013268
T00022,MEDICAL_SUPPLIES,KA-NORTH,OPEN,9,0.97422,0.01705,0.19124,0.0507,0.87629,1.0626,0.11554500000000001,0.030324999999999998,58,-1.6836134555179183,0.9827586206896551,0.8735632183908045,5.229031583350763
T00435,MEDICAL_SUPPLIES,KA-SOUTH,OPEN,3,0.99518,0.01059,0.06712,0.02991,0.93897,1.00577,0.09937,0.020879999999999996,45,1.0417781126973276,0.26666666666666666,0.8722965195759962,14.898688915375446
T00296,MEDICAL_SUPPLIES,KA-CENTRAL,OPEN,9,0.95082,0.02859,0.20734,0.05551,0.83772,1.03486,0.09419,0.027749999999999997,53,-2.7502208805324955,0.9811320754716981,0.8721174004192872,4.822996045143243
T00505,IT_SERVICES,KA-CENTRAL,OPEN,9,0.96131,0.02993,0.20185,0.06163,0.92885,1.12289,0.1033,0.027770000000000003,53,-2.393628532460153,0.9811320754716981,0.8721174004192872,4.954173891503592
T01702,BUILDING_CONSTRUCTION,KA-SOUTH,TWO_STAGE,3,0.96638,0.00399,0.02019,0.00875,0.95085,0.97037,0.086645,0.039285,6,1.1409770502995324,0.16666666666666666,0.8717624779774662,49.52947003467063
T00979,CIVIL_MAINTENANCE,KA-CENTRAL,OPEN,11,1.00111,0.01701,0.19481,0.05192,0.92364,1.11866,0.0943,0.022679999999999992,73,-2.989112267856817,0.958904109589041,0.87173100871731,5.133206714234382
T01680,IT_SERVICES,KA-NORTH,OPEN,9,0.97793,0.02992,0.17448,0.05089,0.92911,1.09974,0.09833,0.02729000000000001,51,-1.882098619792697,0.9803921568627451,0.8714596949891067,5.731315910132967
T00839,MEDICAL_SUPPLIES,KA-SOUTH,OPEN,9,0.97649,0.02757,0.1481,0.04406,0.92266,1.06728,0.09937,0.020879999999999996,45,-1.5741348040849854,0.9777777777777777,0.8691358024691357,6.7521944632005395
T02024,LAB_EQUIPMENT,KA-CENTRAL,OPEN,10,0.99286,0.0358,0.15808,0.04976,0.93494,1.09189,0.08785,0.026139999999999997,29,-1.812145602067379,0.9655172413793104,0.8689655172413794,6.325910931174089
T00838,BUILDING_CONSTRUCTION,KA-BENGALURU,OPEN,8,0.99115,0.01165,0.09368,0.03007,0.93032,1.02316,0.11302,0.02312,21,0.5642150211192625,0.42857142857142855,0.8686881434793547,10.67463706233988
T02255,ELECTRICAL_EQUIPMENT,KA-BENGALURU,OPEN,4,1.01433,0.01969,0.06526,0.02405,0.97821,1.04441,0.10288,0.023164999999999998,16,1.0953741580621417,0.0625,0.8684056185466063,15.323322096230463
T00157,ELECTRICAL_EQUIPMENT,KA-NORTH,OPEN,9,1.03601,0.04711,0.19939,0.069,0.89037,1.09694,0.09762,0.027480000000000004,43,-2.4979230200849014,0.9767441860465116,0.8682170542635658,5.015296654797131
T02130,ELECTRICAL_EQUIPMENT,KA-CENTRAL,OPEN,9,0.98223,0.01651,0.17494,0.0496,0.90234,1.07417,0.10079,0.02248,42,-2.2247993690030934,0.9761904761904762,0.8677248677248677,5.716245569909683
T00854,MEDICAL_SUPPLIES,KA-CENTRAL,OPEN,6,0.99303,0.01056,0.05689,0.02164,0.98206,1.03856,0.09419,0.027749999999999997,53,0.9066128046298018,0.1320754716981132,0.8655735636065959,17.577781683951486
T00161,BUILDING_CONSTRUCTION,KA-CENTRAL,OPEN,5,0.99331,0.02341,0.07552,0.02668,0.9699,1.04491,0.11566,0.02932,70,0.9233990138264164,0.15714285714285714,0.8644334967754189,13.241525423728813
T00431,WATER_INFRASTRUCTURE,KA-SOUTH,OPEN,9,1.00456,0.0635,0.16556,0.05469,0.93093,1.09724,0.10991999999999999,0.024564999999999997,36,-1.5277291209964494,0.9722222222222222,0.8641975308641975,6.0401063058709825
T02355,FURNITURE,KA-CENTRAL,OPEN,9,0.99789,0.03852,0.17479,0.05382,0.92021,1.09463,0.09752,0.03523000000000001,35,-1.4793613677194577,0.9714285714285714,0.8634920634920634,5.721151095600435
T01933,IT_SERVICES,KA-NORTH,OPEN,4,1.00138,0.00936,0.05972,0.02258,0.9571,1.0169,0.09833,0.02729000000000001,51,0.954272195800342,0.19607843137254902,0.8627629703796682,16.744809109176156
T00970,BUILDING_CONSTRUCTION,KA-CENTRAL,OPEN,6,0.99791,0.01915,0.07942,0.02629,0.96222,1.04147,0.11566,0.02932,70,0.8336816208537452,0.2,0.8614013507114543,12.591286829513976
T01797,ROAD_CONSTRUCTION,KA-SOUTH,OPEN,8,1.01394,0.03782,0.20799,0.05919,0.88858,1.09947,0.10933000000000001,0.026665000000000008,64,-2.495603162571193,0.984375,0.861328125,4.807923457858551
T01187,ROAD_CONSTRUCTION,KA-SOUTH,OPEN,5,0.97292,0.00839,0.07424,0.02396,0.94154,1.01377,0.10933000000000001,0.026665000000000008,64,0.887601003188964,0.1875,0.8600808025511711,13.469827586206897
T00391,MEDICAL_SUPPLIES,KA-CENTRAL,TWO_STAGE,5,0.989,0.01392,0.07715,0.02599,0.94376,1.02005,0.08537,0.008220000000000005,5,0.6744907594765952,0.4,0.8595926075812763,12.961762799740765
T02324,CIVIL_MAINTENANCE,KA-NORTH,TWO_STAGE,5,0.97397,0.01073,0.0544,0.01776,0.95375,1.00673,0.0809,0.026500000000000003,5,0.6744907594765952,0.4,0.8595926075812763,18.38235294117647
T00981,ROAD_CONSTRUCTION,KA-CENTRAL,OPEN,9,1.01125,0.02737,0.20236,0.05734,0.91834,1.12297,0.1053,0.03636,59,-1.8004970603629904,0.9661016949152542,0.8587570621468926,4.941688080648349
T01199,VEHICLE_SUPPLIES,KA-NORTH,OPEN,9,0.99405,0.01902,0.10232,0.03339,0.9368,1.03851,0.12007000000000001,0.019319999999999997,26,0.6196796573866241,0.34615384615384615,0.8585186698137512,9.773260359655982
T01912,BUILDING_CONSTRUCTION,KA-SOUTH,OPEN,8,1.00433,0.034,0.20503,0.06264,0.91988,1.1258,0.10953,0.024610000000000007,53,-2.617385921577197,0.9811320754716981,0.8584905660377359,4.877335024142808
T01051,WATER_INFRASTRUCTURE,KA-CENTRAL,OPEN,4,1.01083,0.01911,0.07617,0.0279,0.96414,1.04114,0.11693,0.029219999999999996,59,0.9408707514122528,0.2033898305084746,0.8581954364405455,13.12852829197847
T00282,IT_SERVICES,KA-CENTRAL,LIMITED,3,1.00823,0.00412,0.02392,0.01039,1.0041,1.02822,0.071185,0.02845,6,1.120555562272804,0.16666666666666666,0.8581481526263139,41.80602006688963
T00303,WATER_INFRASTRUCTURE,KA-SOUTH,OPEN,6,1.0036,0.02577,0.08052,0.0288,0.96341,1.04422,0.10991999999999999,0.024564999999999997,36,0.8072472350340688,0.2222222222222222,0.8578912143802425,12.419274714356682
T00660,WATER_INFRASTRUCTURE,KA-NORTH,OPEN,7,0.98733,0.01167,0.21174,0.05795,0.89159,1.10065,0.10822999999999999,0.01692000000000001,42,-4.12627296178619,1.0,0.8571428571428572,4.722773212430339
T01119,LAB_EQUIPMENT,KA-SOUTH,TWO_STAGE,7,1.00813,0.01737,0.12327,0.04301,0.90122,1.02549,0.08628,0.03699,2,-0.6744907594765953,1.0,0.8571428571428572,8.112273870365863
T01731,ELECTRICAL_EQUIPMENT,KA-NORTH,OPEN,7,0.99478,0.03504,0.21422,0.06238,0.87759,1.0907,0.09762,0.027480000000000004,43,-2.861922218157605,1.0,0.8571428571428572,4.668098216786482
T02055,LAB_EQUIPMENT,KA-NORTH,TWO_STAGE,7,1.02754,0.01855,0.15174,0.04455,0.93846,1.09438,0.107755,0.04398500000000001,2,-0.6744907594765953,1.0,0.8571428571428572,6.590220113351785
T02108,IT_SERVICES,KA-SOUTH,OPEN,7,0.98615,0.04671,0.16527,0.05253,0.90093,1.06391,0.09166,0.02535000000000001,37,-1.958550879884503,1.0,0.8571428571428572,6.05070490712168
T02467,CIVIL_MAINTENANCE,KA-NORTH,TWO_STAGE,7,1.03789,0.03161,0.17709,0.06378,0.8857,1.0695,0.0809,0.026500000000000003,5,-2.448274194492592,1.0,0.8571428571428572,5.646846236376984
T00776,WATER_INFRASTRUCTURE,KA-SOUTH,LIMITED,3,1.02392,0.01078,0.06227,0.0276,0.97094,1.0347,0.09856999999999999,0.023669999999999997,8,1.034390138107326,0.25,0.8562600920715507,16.059097478721696
T02279,BUILDING_CONSTRUCTION,KA-NORTH,OPEN,9,0.99885,0.03428,0.22047,0.0582,0.90584,1.12605,0.10989,0.03468,53,-2.150668632725545,0.9622641509433962,0.8553459119496855,4.535764503106999
T01985,VEHICLE_SUPPLIES,KA-NORTH,OPEN,7,1.00322,0.01335,0.10032,0.03041,0.95803,1.05868,0.12007000000000001,0.019319999999999997,26,0.6895027173738488,0.3076923076923077,0.8547385929138486,9.96810207336523
T01224,VEHICLE_SUPPLIES,KA-NORTH,OPEN,9,1.00646,0.00931,0.16422,0.0424,0.94751,1.11279,0.12007000000000001,0.019319999999999997,26,-1.5413440492179957,0.9615384615384616,0.8547008547008547,6.089392278650591
T02156,ELECTRICAL_EQUIPMENT,KA-SOUTH,OPEN,8,0.96908,0.03317,0.18153,0.05225,0.9083,1.08423,0.09169,0.025990000000000013,43,-2.33152173264245,0.9767441860465116,0.8546511627906976,5.508731339172589
T01676,LAB_EQUIPMENT,KA-NORTH,OPEN,10,0.99911,0.0542,0.12936,0.04764,0.9283,1.05754,0.07648,0.018280000000000005,19,-1.9511527002802158,0.9473684210526315,0.8526315789473684,7.730364873222016
T01348,WATER_INFRASTRUCTURE,KA-CENTRAL,OPEN,5,1.04966,0.01335,0.08105,0.03092,0.97794,1.06302,0.11693,0.029219999999999996,59,0.8282247929507272,0.23728813559322035,0.852410342835158,12.338062924120914
T01448,FURNITURE,KA-SOUTH,OPEN,11,1.01904,0.04765,0.17692,0.0512,0.92016,1.10044,0.120115,0.025825000000000008,32,-1.4836184934005023,0.9375,0.8522727272727273,5.652272213429799
T02139,BUILDING_CONSTRUCTION,KA-BENGALURU,OPEN,4,1.01577,0.02705,0.0855,0.03433,0.96152,1.04836,0.11302,0.02312,21,0.8028540528025905,0.3333333333333333,0.8521405396019428,11.695906432748536
T01544,ROAD_CONSTRUCTION,KA-CENTRAL,OPEN,3,1.02499,0.00958,0.04197,0.01785,1.01541,1.05843,0.1053,0.03636,59,1.1747937238078319,0.1016949152542373,0.8509924260413795,23.82654276864427
T00062,BUILDING_CONSTRUCTION,KA-CENTRAL,OPEN,9,0.98572,0.02921,0.19088,0.0526,0.90475,1.09291,0.11566,0.02932,70,-1.7303954613857262,0.9571428571428572,0.8507936507936508,5.238893545683152
T02496,CIVIL_MAINTENANCE,KA-NORTH,OPEN,11,0.96507,0.0337,0.15223,0.04434,0.92132,1.06823,0.103015,0.023669999999999997,62,-1.4024107616240238,0.9354838709677419,0.8504398826979471,6.5690074229783875
T02439,IT_SERVICES,KA-CENTRAL,OPEN,3,1.0231,0.0022,0.05313,0.02416,1.0209,1.07526,0.1033,0.027770000000000003,53,1.2185524451905216,0.05660377358490566,0.8501041458502849,18.821757952192737
T02429,CIVIL_MAINTENANCE,KA-CENTRAL,OPEN,6,0.96225,0.01487,0.07016,0.02828,0.94598,1.01349,0.0943,0.022679999999999992,73,0.7179103586316141,0.3013698630136986,0.8494001847044274,14.253135689851767
T02125,LAB_EQUIPMENT,KA-CENTRAL,OPEN,7,1.03109,0.01574,0.06426,0.02096,1.00668,1.07294,0.08785,0.026139999999999997,29,0.608693076360095,0.3793103448275862,0.8468600753037268,15.561780267662622
T00324,ELECTRICAL_EQUIPMENT,KA-NORTH,LIMITED,4,1.0214,0.02763,0.06074,0.02867,0.99359,1.05564,0.09409,0.03334999999999999,11,0.6744907594765952,0.45454545454545453,0.8467771605165373,16.463615409944023
T00758,ROAD_CONSTRUCTION,KA-NORTH,OPEN,8,0.99088,0.03467,0.17618,0.05389,0.86693,1.04151,0.10597000000000001,0.02621499999999999,62,-1.8064465467423905,0.967741935483871,0.8467741935483871,5.676013168350551
T00571,ELECTRICAL_EQUIPMENT,KA-BENGALURU,TWO_STAGE,5,1.01095,0.01439,0.06049,0.02264,0.96419,1.02534,0.09196,0.02928,3,0.724939351117775,0.3333333333333333,0.8466181475608867,16.531658125309967
T00109,IT_SERVICES,KA-NORTH,OPEN,3,0.98048,0.01078,0.05172,0.02203,0.9697,1.02041,0.09833,0.02729000000000001,51,1.1519975924955694,0.11764705882352941,0.846429767546066,19.334880123743233
T02250,BUILDING_CONSTRUCTION,KA-SOUTH,OPEN,8,1.01717,0.02631,0.0825,0.02745,0.98461,1.06852,0.10953,0.024610000000000007,53,0.740816140944834,0.22641509433962265,0.8463273308738994,12.121212121212121
T00501,ROAD_CONSTRUCTION,KA-CENTRAL,OPEN,9,1.01883,0.03658,0.19728,0.05736,0.87857,1.07957,0.1053,0.03636,59,-1.7062612776858423,0.9491525423728814,0.8436911487758945,5.068937550689375
T00498,ROAD_CONSTRUCTION,KA-NORTH,OPEN,7,1.00332,0.03432,0.18086,0.05603,0.93581,1.11727,0.10597000000000001,0.02621499999999999,62,-1.9268591637307735,0.9838709677419355,0.8433179723502305,5.529138560212319
T01499,MEDICAL_SUPPLIES,KA-NORTH,OPEN,9,0.99495,0.05763,0.16672,0.05558,0.91136,1.07724,0.11554500000000001,0.030324999999999998,58,-1.1382379098504456,0.9482758620689655,0.842911877394636,5.998080614203455
T01672,ROAD_CONSTRUCTION,KA-BENGALURU,OPEN,9,0.98998,0.04819,0.16913,0.05571,0.87971,1.04714,0.11207,0.026999999999999996,19,-1.4254238050272046,0.9473684210526315,0.8421052631578947,5.91261160054396
T00417,IT_SERVICES,KA-CENTRAL,OPEN,8,1.00136,0.02567,0.19238,0.05634,0.8669,1.05954,0.1033,0.027770000000000003,53,-2.163616739437346,0.9622641509433962,0.8419811320754718,5.198045534878886
T02409,BUILDING_CONSTRUCTION,KA-SOUTH,OPEN,8,1.04336,0.03855,0.18313,0.05235,0.9457,1.13678,0.10953,0.024610000000000007,53,-2.0171686264720594,0.9622641509433962,0.8419811320754718,5.460601758313767
T02296,FURNITURE,KA-SOUTH,OPEN,8,1.01963,0.01649,0.09406,0.03101,0.94066,1.03657,0.120115,0.025825000000000008,32,0.6804978407807427,0.28125,0.8415293606831499,10.631511800978098
T00609,CIVIL_MAINTENANCE,KA-CENTRAL,LIMITED,8,0.9896,0.01676,0.06506,0.02059,0.96506,1.02944,0.08912,0.02513,19,0.6457718930762785,0.3157894736842105,0.8413661959154278,15.37042729787888
T01720,BUILDING_CONSTRUCTION,KA-SOUTH,OPEN,9,0.96154,0.02973,0.08396,0.03127,0.93181,1.01254,0.10953,0.024610000000000007,53,0.7008016546044914,0.24528301886792453,0.8409641541977031,11.910433539780847
T00201,ELECTRICAL_EQUIPMENT,KA-BENGALURU,OPEN,7,1.00268,0.02663,0.07993,0.02644,0.96921,1.04936,0.10288,0.023164999999999998,16,0.6682306466647037,0.3125,0.8406262685697461,12.510947078693857
T01216,ROAD_CONSTRUCTION,KA-SOUTH,OPEN,9,1.01368,0.03846,0.19413,0.05543,0.89904,1.09583,0.10933000000000001,0.026665000000000008,64,-2.145014678552981,0.9453125,0.8402777777777777,5.151187348683871
T01497,FURNITURE,AP-SOUTH,OPEN,6,0.9574,0.01957,0.06365,0.02635,0.93737,0.99831,0.08159,0.017939999999999998,3,0.6744907594765952,0.3333333333333333,0.8398534106749405,15.710919088766694
T00583,WATER_INFRASTRUCTURE,KA-SOUTH,OPEN,9,0.99763,0.044,0.15879,0.04954,0.92184,1.08025,0.10991999999999999,0.024564999999999997,36,-1.341842597827039,0.9444444444444444,0.8395061728395061,6.297625795075257
T01573,MEDICAL_SUPPLIES,KA-CENTRAL,OPEN,9,1.02848,0.02519,0.18402,0.05089,0.91353,1.10279,0.09419,0.027749999999999997,53,-2.183405582839011,0.9433962264150944,0.8385744234800838,5.434191935659168
T00466,VEHICLE_SUPPLIES,KA-CENTRAL,OPEN,8,1.0174,0.01523,0.07619,0.02611,0.96406,1.04158,0.11493,0.04331,31,0.603319603373893,0.3548387096774194,0.8383885239198984,13.1250820317627
T00336,BUILDING_CONSTRUCTION,KA-CENTRAL,OPEN,9,1.01264,0.02311,0.08649,0.03021,0.96098,1.04857,0.11566,0.02932,70,0.6710400905161079,0.2714285714285714,0.8377499217286039,11.562030292519367
T01365,WATER_INFRASTRUCTURE,KA-NORTH,LIMITED,4,0.97587,0.02592,0.08603,0.03297,0.92725,1.01121,0.10906,0.017939999999999998,8,0.8658596538877367,0.25,0.8368947404158026,11.623852144600722
T00917,VEHICLE_SUPPLIES,KA-CENTRAL,LIMITED,5,0.99611,0.01792,0.08063,0.02908,0.93371,1.01402,0.09132,0.011679999999999996,7,0.6173207379113707,0.42857142857142855,0.8367137331862393,12.402331638348011
T01739,IT_SERVICES,KA-CENTRAL,OPEN,5,0.98906,0.02769,0.06569,0.02521,0.95993,1.02491,0.1033,0.027770000000000003,53,0.9134892857009271,0.1320754716981132,0.8364518059192323,15.223017202009439
T00806,CIVIL_MAINTENANCE,KA-BENGALURU,OPEN,6,1.0166,0.02428,0.0755,0.02619,0.98513,1.06188,0.1076,0.03349,14,0.6464960698476772,0.35714285714285715,0.836365772492112,13.245033112582782
T02346,MEDICAL_SUPPLIES,KA-NORTH,OPEN,7,1.02459,0.01756,0.0826,0.02517,0.97016,1.05479,0.11554500000000001,0.030324999999999998,58,0.7327649817298082,0.2413793103448276,0.8349808217782594,12.106537530266342
T00461,ELECTRICAL_EQUIPMENT,KA-SOUTH,OPEN,8,0.98749,0.03893,0.17636,0.05573,0.92088,1.09504,0.09169,0.025990000000000013,43,-2.197350234893547,0.9534883720930233,0.8343023255813954,5.670220004536176
T00003,WATER_INFRASTRUCTURE,KA-BENGALURU,OPEN,6,1.04062,0.06376,0.20888,0.07855,0.90735,1.1247,0.098545,0.03149,14,-2.3632879627453205,1.0,0.8333333333333334,4.787437763309077
T00472,IT_SERVICES,KA-NORTH,TWO_STAGE,6,1.01363,0.03108,0.16843,0.05287,0.93887,1.1096,0.11099,0.01569000000000001,9,-2.4692638128958317,1.0,0.8333333333333334,5.9371845870688125
T00545,FURNITURE,KA-NORTH,OPEN,6,0.99708,0.05468,0.19889,0.06577,0.89688,1.09519,0.1018,0.020879999999999996,33,-3.136317425171583,1.0,0.8333333333333334,5.02790487203982
T00557,MEDICAL_SUPPLIES,KA-CENTRAL,TWO_STAGE,6,1.0016,0.01874,0.12931,0.0435,0.89908,1.02859,0.08537,0.008220000000000005,5,-3.6054895342337687,1.0,0.8333333333333334,7.733353955610548
T00578,FURNITURE,AP-SOUTH,OPEN,6,0.9758,0.02332,0.12731,0.03995,0.92561,1.04985,0.08159,0.017939999999999998,3,-1.7189363167931964,1.0,0.8333333333333334,7.854842510407666
T00584,VEHICLE_SUPPLIES,KA-BENGALURU,OPEN,6,0.98308,0.05634,0.14127,0.05882,0.92376,1.06264,0.079095,0.0273,10,-1.536134174742026,1.0,0.8333333333333334,7.078643731860975
T00678,ELECTRICAL_EQUIPMENT,TN-NORTH,LIMITED,6,1.0397,0.01613,0.12049,0.04214,0.93181,1.05709,0.102005,0.018485,2,-0.6744907594765952,1.0,0.8333333333333334,8.299443937256203
T00737,CIVIL_MAINTENANCE,AP-SOUTH,OPEN,6,1.01326,0.05345,0.19784,0.06933,0.87594,1.0764,0.1334,0.031560000000000005,13,-1.37719215908339,1.0,0.8333333333333334,5.054589567327134
T00772,WATER_INFRASTRUCTURE,TN-NORTH,OPEN,6,1.02373,0.02393,0.12004,0.03958,0.93516,1.05805,0.08832999999999999,0.021425000000000007,8,-0.9982778055077165,1.0,0.8333333333333334,8.330556481172943
