vendor_id,evidence_family,evidence_strength,family_weight,context_adjustment,adjusted_strength,explanation
V0193,cooccurrence,1.0,1.0,0.62,0.62,3 shared tenders; 36.35x expected contextual co-occurrence
V0362,cooccurrence,0.7040000000000001,1.0,0.647,0.45548800000000006,4 shared tenders; 6.22x expected contextual co-occurrence
V0112,cooccurrence,0.7040000000000001,1.0,0.61,0.42944000000000004,3 shared tenders; 6.22x expected contextual co-occurrence
V0263,cooccurrence,0.7040000000000001,1.0,0.61,0.42944000000000004,3 shared tenders; 6.22x expected contextual co-occurrence
V0056,cooccurrence,0.7031666666666667,1.0,0.662,0.4654963333333334,3 shared tenders; 6.22x expected contextual co-occurrence
V0129,cooccurrence,0.7031666666666667,1.0,0.662,0.4654963333333334,3 shared tenders; 6.22x expected contextual co-occurrence
V0368,cooccurrence,0.7025,1.0,0.684,0.48051000000000005,6 shared tenders; 6.21x expected contextual co-occurrence
V0470,cooccurrence,0.7025,1.0,0.684,0.48051000000000005,6 shared tenders; 6.21x expected contextual co-occurrence
V0223,cooccurrence,0.7023333333333334,1.0,0.671,0.4712656666666667,7 shared tenders; 6.21x expected contextual co-occurrence
V0460,cooccurrence,0.7023333333333334,1.0,0.671,0.4712656666666667,7 shared tenders; 6.21x expected contextual co-occurrence
V0082,cooccurrence,0.7005,1.0,0.662,0.463731,6 shared tenders; 6.20x expected contextual co-occurrence
V0244,cooccurrence,0.7005,1.0,0.662,0.463731,6 shared tenders; 6.20x expected contextual co-occurrence
V0327,cooccurrence,0.6998333333333333,1.0,0.632,0.44229466666666667,4 shared tenders; 6.20x expected contextual co-occurrence
V0546,cooccurrence,0.6998333333333333,1.0,0.632,0.44229466666666667,4 shared tenders; 6.20x expected contextual co-occurrence
V0097,cooccurrence,0.6995,1.0,0.604,0.422498,3 shared tenders; 6.20x expected contextual co-occurrence
V0298,cooccurrence,0.6995,1.0,0.604,0.422498,3 shared tenders; 6.20x expected contextual co-occurrence
V0258,cooccurrence,0.699,1.0,0.55,0.38445,4 shared tenders; 6.19x expected contextual co-occurrence
V0302,cooccurrence,0.699,1.0,0.55,0.38445,4 shared tenders; 6.19x expected contextual co-occurrence
V0060,cooccurrence,0.699,1.0,0.55,0.38445,3 shared tenders; 6.19x expected contextual co-occurrence
V0249,cooccurrence,0.699,1.0,0.55,0.38445,3 shared tenders; 6.19x expected contextual co-occurrence
V0346,cooccurrence,0.699,1.0,0.595,0.41590499999999997,7 shared tenders; 6.19x expected contextual co-occurrence
V0525,cooccurrence,0.699,1.0,0.595,0.41590499999999997,7 shared tenders; 6.19x expected contextual co-occurrence
V0258,cooccurrence,0.699,1.0,0.55,0.38445,3 shared tenders; 6.19x expected contextual co-occurrence
V0456,cooccurrence,0.699,1.0,0.55,0.38445,3 shared tenders; 6.19x expected contextual co-occurrence
V0258,cooccurrence,0.699,1.0,0.55,0.38445,3 shared tenders; 6.19x expected contextual co-occurrence
V0465,cooccurrence,0.699,1.0,0.55,0.38445,3 shared tenders; 6.19x expected contextual co-occurrence
V0003,cooccurrence,0.6988333333333333,1.0,0.718,0.5017623333333333,4 shared tenders; 6.19x expected contextual co-occurrence
V0532,cooccurrence,0.6988333333333333,1.0,0.718,0.5017623333333333,4 shared tenders; 6.19x expected contextual co-occurrence
V0025,cooccurrence,0.6988333333333333,1.0,0.604,0.4220953333333333,10 shared tenders; 6.19x expected contextual co-occurrence
V0407,cooccurrence,0.6988333333333333,1.0,0.604,0.4220953333333333,10 shared tenders; 6.19x expected contextual co-occurrence
V0064,cooccurrence,0.6971666666666666,1.0,0.66,0.46013,3 shared tenders; 6.18x expected contextual co-occurrence
V0430,cooccurrence,0.6971666666666666,1.0,0.66,0.46013,3 shared tenders; 6.18x expected contextual co-occurrence
V0244,cooccurrence,0.6970000000000001,1.0,0.701,0.488597,6 shared tenders; 6.18x expected contextual co-occurrence
V0319,cooccurrence,0.6970000000000001,1.0,0.701,0.488597,6 shared tenders; 6.18x expected contextual co-occurrence
V0277,cooccurrence,0.6968333333333333,1.0,0.591,0.4118285,19 shared tenders; 6.18x expected contextual co-occurrence
V0481,cooccurrence,0.6968333333333333,1.0,0.591,0.4118285,19 shared tenders; 6.18x expected contextual co-occurrence
V0027,cooccurrence,0.6965,1.0,0.633,0.4408845,4 shared tenders; 6.18x expected contextual co-occurrence
V0059,cooccurrence,0.6965,1.0,0.633,0.4408845,4 shared tenders; 6.18x expected contextual co-occurrence
V0063,cooccurrence,0.6965,1.0,0.667,0.4645655,3 shared tenders; 6.18x expected contextual co-occurrence
V0199,cooccurrence,0.6965,1.0,0.667,0.4645655,3 shared tenders; 6.18x expected contextual co-occurrence
V0043,cooccurrence,0.6961666666666666,1.0,0.588,0.40934599999999993,6 shared tenders; 6.18x expected contextual co-occurrence
V0526,cooccurrence,0.6961666666666666,1.0,0.588,0.40934599999999993,6 shared tenders; 6.18x expected contextual co-occurrence
V0381,cooccurrence,0.6955,1.0,0.658,0.457639,4 shared tenders; 6.17x expected contextual co-occurrence
V0429,cooccurrence,0.6955,1.0,0.658,0.457639,4 shared tenders; 6.17x expected contextual co-occurrence
V0259,cooccurrence,0.6953333333333332,1.0,0.722,0.5020306666666666,6 shared tenders; 6.17x expected contextual co-occurrence
V0384,cooccurrence,0.6953333333333332,1.0,0.722,0.5020306666666666,6 shared tenders; 6.17x expected contextual co-occurrence
V0481,cooccurrence,0.6951666666666667,1.0,0.592,0.41153866666666666,4 shared tenders; 6.17x expected contextual co-occurrence
V0491,cooccurrence,0.6951666666666667,1.0,0.592,0.41153866666666666,4 shared tenders; 6.17x expected contextual co-occurrence
V0132,cooccurrence,0.6948333333333333,1.0,0.69,0.47943499999999994,11 shared tenders; 6.17x expected contextual co-occurrence
V0379,cooccurrence,0.6948333333333333,1.0,0.69,0.47943499999999994,11 shared tenders; 6.17x expected contextual co-occurrence
V0070,cooccurrence,0.694,1.0,0.629,0.43652599999999997,3 shared tenders; 6.16x expected contextual co-occurrence
V0223,cooccurrence,0.694,1.0,0.629,0.43652599999999997,3 shared tenders; 6.16x expected contextual co-occurrence
V0197,cooccurrence,0.6934999999999999,1.0,0.657,0.45562949999999997,3 shared tenders; 6.16x expected contextual co-occurrence
V0453,cooccurrence,0.6934999999999999,1.0,0.657,0.45562949999999997,3 shared tenders; 6.16x expected contextual co-occurrence
V0120,cooccurrence,0.6933333333333334,1.0,0.672,0.46592000000000006,5 shared tenders; 6.16x expected contextual co-occurrence
V0371,cooccurrence,0.6933333333333334,1.0,0.672,0.46592000000000006,5 shared tenders; 6.16x expected contextual co-occurrence
V0014,cooccurrence,0.6931666666666666,1.0,0.595,0.4124341666666666,4 shared tenders; 6.16x expected contextual co-occurrence
V0198,cooccurrence,0.6931666666666666,1.0,0.595,0.4124341666666666,4 shared tenders; 6.16x expected contextual co-occurrence
V0327,cooccurrence,0.6925,1.0,0.596,0.41273,4 shared tenders; 6.16x expected contextual co-occurrence
V0388,cooccurrence,0.6925,1.0,0.596,0.41273,4 shared tenders; 6.16x expected contextual co-occurrence
V0275,cooccurrence,0.6925,1.0,0.604,0.41827,3 shared tenders; 6.16x expected contextual co-occurrence
V0282,cooccurrence,0.6925,1.0,0.604,0.41827,3 shared tenders; 6.16x expected contextual co-occurrence
V0127,cooccurrence,0.6918333333333333,1.0,0.67,0.4635283333333333,3 shared tenders; 6.15x expected contextual co-occurrence
V0473,cooccurrence,0.6918333333333333,1.0,0.67,0.4635283333333333,3 shared tenders; 6.15x expected contextual co-occurrence
V0005,cooccurrence,0.6915,1.0,0.61,0.421815,4 shared tenders; 6.15x expected contextual co-occurrence
V0453,cooccurrence,0.6915,1.0,0.61,0.421815,4 shared tenders; 6.15x expected contextual co-occurrence
V0142,cooccurrence,0.6915,1.0,0.666,0.46053900000000003,3 shared tenders; 6.15x expected contextual co-occurrence
V0380,cooccurrence,0.6915,1.0,0.666,0.46053900000000003,3 shared tenders; 6.15x expected contextual co-occurrence
V0401,cooccurrence,0.6908333333333333,1.0,0.629,0.43453416666666667,3 shared tenders; 6.14x expected contextual co-occurrence
V0547,cooccurrence,0.6908333333333333,1.0,0.629,0.43453416666666667,3 shared tenders; 6.14x expected contextual co-occurrence
V0172,cooccurrence,0.6898333333333334,1.0,0.55,0.3794083333333334,3 shared tenders; 6.14x expected contextual co-occurrence
V0372,cooccurrence,0.6898333333333334,1.0,0.55,0.3794083333333334,3 shared tenders; 6.14x expected contextual co-occurrence
V0136,cooccurrence,0.6898333333333334,1.0,0.55,0.3794083333333334,3 shared tenders; 6.14x expected contextual co-occurrence
V0141,cooccurrence,0.6898333333333334,1.0,0.55,0.3794083333333334,3 shared tenders; 6.14x expected contextual co-occurrence
V0313,cooccurrence,0.6898333333333334,1.0,0.55,0.3794083333333334,3 shared tenders; 6.14x expected contextual co-occurrence
V0400,cooccurrence,0.6898333333333334,1.0,0.55,0.3794083333333334,3 shared tenders; 6.14x expected contextual co-occurrence
V0241,cooccurrence,0.6885,1.0,0.605,0.4165425,4 shared tenders; 6.13x expected contextual co-occurrence
V0349,cooccurrence,0.6885,1.0,0.605,0.4165425,4 shared tenders; 6.13x expected contextual co-occurrence
V0327,cooccurrence,0.6878333333333333,1.0,0.607,0.4175148333333333,7 shared tenders; 6.13x expected contextual co-occurrence
V0523,cooccurrence,0.6878333333333333,1.0,0.607,0.4175148333333333,7 shared tenders; 6.13x expected contextual co-occurrence
V0130,cooccurrence,0.6868333333333334,1.0,0.595,0.40866583333333334,3 shared tenders; 6.12x expected contextual co-occurrence
V0376,cooccurrence,0.6868333333333334,1.0,0.595,0.40866583333333334,3 shared tenders; 6.12x expected contextual co-occurrence
V0020,cooccurrence,0.6865,1.0,0.624,0.428376,21 shared tenders; 6.12x expected contextual co-occurrence
V0184,cooccurrence,0.6865,1.0,0.624,0.428376,21 shared tenders; 6.12x expected contextual co-occurrence
V0054,cooccurrence,0.6859999999999999,1.0,0.646,0.443156,4 shared tenders; 6.12x expected contextual co-occurrence
V0516,cooccurrence,0.6859999999999999,1.0,0.646,0.443156,4 shared tenders; 6.12x expected contextual co-occurrence
V0187,cooccurrence,0.6858333333333334,1.0,0.686,0.47048166666666674,4 shared tenders; 6.12x expected contextual co-occurrence
V0255,cooccurrence,0.6858333333333334,1.0,0.686,0.47048166666666674,4 shared tenders; 6.12x expected contextual co-occurrence
V0123,cooccurrence,0.6856666666666666,1.0,0.624,0.427856,3 shared tenders; 6.11x expected contextual co-occurrence
V0176,cooccurrence,0.6856666666666666,1.0,0.624,0.427856,3 shared tenders; 6.11x expected contextual co-occurrence
V0357,cooccurrence,0.6856666666666666,1.0,0.665,0.45596833333333336,3 shared tenders; 6.11x expected contextual co-occurrence
V0547,cooccurrence,0.6856666666666666,1.0,0.665,0.45596833333333336,3 shared tenders; 6.11x expected contextual co-occurrence
V0063,cooccurrence,0.6851666666666666,1.0,0.55,0.37684166666666663,4 shared tenders; 6.11x expected contextual co-occurrence
V0079,cooccurrence,0.6851666666666666,1.0,0.55,0.37684166666666663,4 shared tenders; 6.11x expected contextual co-occurrence
V0134,cooccurrence,0.6851666666666666,1.0,0.55,0.37684166666666663,3 shared tenders; 6.11x expected contextual co-occurrence
V0338,cooccurrence,0.6851666666666666,1.0,0.55,0.37684166666666663,3 shared tenders; 6.11x expected contextual co-occurrence
V0061,cooccurrence,0.6845,1.0,0.599,0.4100155,8 shared tenders; 6.11x expected contextual co-occurrence
V0502,cooccurrence,0.6845,1.0,0.599,0.4100155,8 shared tenders; 6.11x expected contextual co-occurrence
V0074,cooccurrence,0.6843333333333333,1.0,0.615,0.420865,3 shared tenders; 6.11x expected contextual co-occurrence
V0130,cooccurrence,0.6843333333333333,1.0,0.615,0.420865,3 shared tenders; 6.11x expected contextual co-occurrence
V0082,cooccurrence,0.684,1.0,0.625,0.42750000000000005,3 shared tenders; 6.10x expected contextual co-occurrence
V0135,cooccurrence,0.684,1.0,0.625,0.42750000000000005,3 shared tenders; 6.10x expected contextual co-occurrence
V0004,cooccurrence,0.6836666666666668,1.0,0.55,0.3760166666666667,3 shared tenders; 6.10x expected contextual co-occurrence
V0468,cooccurrence,0.6836666666666668,1.0,0.55,0.3760166666666667,3 shared tenders; 6.10x expected contextual co-occurrence
V0186,cooccurrence,0.6836666666666668,1.0,0.651,0.4450670000000001,5 shared tenders; 6.10x expected contextual co-occurrence
V0248,cooccurrence,0.6836666666666668,1.0,0.651,0.4450670000000001,5 shared tenders; 6.10x expected contextual co-occurrence
V0256,cooccurrence,0.6835,1.0,0.664,0.453844,5 shared tenders; 6.10x expected contextual co-occurrence
V0512,cooccurrence,0.6835,1.0,0.664,0.453844,5 shared tenders; 6.10x expected contextual co-occurrence
V0255,cooccurrence,0.6831666666666667,1.0,0.757,0.5171571666666667,5 shared tenders; 6.10x expected contextual co-occurrence
V0340,cooccurrence,0.6831666666666667,1.0,0.757,0.5171571666666667,5 shared tenders; 6.10x expected contextual co-occurrence
V0082,cooccurrence,0.6823333333333333,1.0,0.722,0.4926446666666667,4 shared tenders; 6.09x expected contextual co-occurrence
V0370,cooccurrence,0.6823333333333333,1.0,0.722,0.4926446666666667,4 shared tenders; 6.09x expected contextual co-occurrence
V0454,cooccurrence,0.6818333333333334,1.0,0.55,0.3750083333333334,4 shared tenders; 6.09x expected contextual co-occurrence
V0501,cooccurrence,0.6818333333333334,1.0,0.55,0.3750083333333334,4 shared tenders; 6.09x expected contextual co-occurrence
V0509,cooccurrence,0.6816666666666666,1.0,0.696,0.47444,5 shared tenders; 6.09x expected contextual co-occurrence
V0512,cooccurrence,0.6816666666666666,1.0,0.696,0.47444,5 shared tenders; 6.09x expected contextual co-occurrence
V0197,cooccurrence,0.6806666666666666,1.0,0.69,0.46965999999999997,3 shared tenders; 6.08x expected contextual co-occurrence
V0228,cooccurrence,0.6806666666666666,1.0,0.69,0.46965999999999997,3 shared tenders; 6.08x expected contextual co-occurrence
V0258,cooccurrence,0.6801666666666667,1.0,0.738,0.501963,5 shared tenders; 6.08x expected contextual co-occurrence
V0293,cooccurrence,0.6801666666666667,1.0,0.738,0.501963,5 shared tenders; 6.08x expected contextual co-occurrence
V0215,cooccurrence,0.6798333333333333,1.0,0.661,0.4493698333333333,3 shared tenders; 6.08x expected contextual co-occurrence
V0497,cooccurrence,0.6798333333333333,1.0,0.661,0.4493698333333333,3 shared tenders; 6.08x expected contextual co-occurrence
V0383,cooccurrence,0.6796666666666668,1.0,0.613,0.41663566666666674,3 shared tenders; 6.08x expected contextual co-occurrence
V0501,cooccurrence,0.6796666666666668,1.0,0.613,0.41663566666666674,3 shared tenders; 6.08x expected contextual co-occurrence
V0332,cooccurrence,0.6791666666666667,1.0,0.669,0.45436250000000006,5 shared tenders; 6.08x expected contextual co-occurrence
V0489,cooccurrence,0.6791666666666667,1.0,0.669,0.45436250000000006,5 shared tenders; 6.08x expected contextual co-occurrence
V0061,cooccurrence,0.6789999999999999,1.0,0.652,0.442708,4 shared tenders; 6.07x expected contextual co-occurrence
V0179,cooccurrence,0.6789999999999999,1.0,0.652,0.442708,4 shared tenders; 6.07x expected contextual co-occurrence
V0142,cooccurrence,0.6789999999999999,1.0,0.752,0.510608,3 shared tenders; 6.07x expected contextual co-occurrence
V0453,cooccurrence,0.6789999999999999,1.0,0.752,0.510608,3 shared tenders; 6.07x expected contextual co-occurrence
V0005,cooccurrence,0.6786666666666666,1.0,0.64,0.43434666666666666,4 shared tenders; 6.07x expected contextual co-occurrence
V0228,cooccurrence,0.6786666666666666,1.0,0.64,0.43434666666666666,4 shared tenders; 6.07x expected contextual co-occurrence
V0159,cooccurrence,0.6775000000000001,1.0,0.647,0.4383425000000001,6 shared tenders; 6.07x expected contextual co-occurrence
V0359,cooccurrence,0.6775000000000001,1.0,0.647,0.4383425000000001,6 shared tenders; 6.07x expected contextual co-occurrence
V0326,cooccurrence,0.6771666666666666,1.0,0.622,0.42119766666666664,4 shared tenders; 6.06x expected contextual co-occurrence
V0335,cooccurrence,0.6771666666666666,1.0,0.622,0.42119766666666664,4 shared tenders; 6.06x expected contextual co-occurrence
V0152,cooccurrence,0.677,1.0,0.586,0.396722,3 shared tenders; 6.06x expected contextual co-occurrence
V0494,cooccurrence,0.677,1.0,0.586,0.396722,3 shared tenders; 6.06x expected contextual co-occurrence
V0397,cooccurrence,0.677,1.0,0.718,0.486086,3 shared tenders; 6.06x expected contextual co-occurrence
V0533,cooccurrence,0.677,1.0,0.718,0.486086,3 shared tenders; 6.06x expected contextual co-occurrence
V0089,cooccurrence,0.6766666666666666,1.0,0.646,0.43712666666666666,3 shared tenders; 6.06x expected contextual co-occurrence
V0368,cooccurrence,0.6766666666666666,1.0,0.646,0.43712666666666666,3 shared tenders; 6.06x expected contextual co-occurrence
V0053,cooccurrence,0.6766666666666666,1.0,0.619,0.41885666666666665,5 shared tenders; 6.06x expected contextual co-occurrence
V0391,cooccurrence,0.6766666666666666,1.0,0.619,0.41885666666666665,5 shared tenders; 6.06x expected contextual co-occurrence
V0172,cooccurrence,0.6766666666666666,1.0,0.669,0.45269,8 shared tenders; 6.06x expected contextual co-occurrence
V0421,cooccurrence,0.6766666666666666,1.0,0.669,0.45269,8 shared tenders; 6.06x expected contextual co-occurrence
V0007,cooccurrence,0.6763333333333333,1.0,0.718,0.48560733333333334,5 shared tenders; 6.06x expected contextual co-occurrence
V0352,cooccurrence,0.6763333333333333,1.0,0.718,0.48560733333333334,5 shared tenders; 6.06x expected contextual co-occurrence
V0215,cooccurrence,0.6753333333333332,1.0,0.758,0.5119026666666666,7 shared tenders; 6.05x expected contextual co-occurrence
