vendor_a,vendor_b,observed_shared_tenders,vendor_a_tenders,vendor_b_tenders,expected_shared_tenders,enrichment_ratio,p_value,surprise_score
V0098,V0513,4,16,55,0.352,11.364,0.0003138153634101457,3.503
V0228,V0275,5,34,46,0.626,7.992,0.00031559440141700645,3.501
V0294,V0422,4,32,27,0.346,11.574,0.0003159332390889547,3.5
V0014,V0473,4,46,19,0.35,11.442,0.00031799592228907563,3.498
V0023,V0513,6,44,55,0.968,6.198,0.0003185228427325912,3.497
V0056,V0365,3,17,21,0.143,21.008,0.00032230098396653675,3.492
V0049,V0540,3,17,21,0.143,21.008,0.00032230098396653675,3.492
V0198,V0411,3,21,17,0.143,21.008,0.00032230098396653675,3.492
V0058,V0286,3,17,21,0.143,21.008,0.00032230098396653675,3.492
V0234,V0341,3,21,17,0.143,21.008,0.00032230098396653675,3.492
V0234,V0486,3,21,17,0.143,21.008,0.00032230098396653675,3.492
V0074,V0114,4,28,31,0.347,11.521,0.0003221022431599777,3.492
V0042,V0487,4,49,18,0.353,11.338,0.00032593509665568933,3.487
V0134,V0266,3,15,24,0.144,20.833,0.00032818421378029287,3.484
V0112,V0337,3,15,24,0.144,20.833,0.00032818421378029287,3.484
V0221,V0337,3,15,24,0.144,20.833,0.00032818421378029287,3.484
V0060,V0284,3,18,20,0.144,20.833,0.0003312110660990612,3.48
V0452,V0505,3,20,18,0.144,20.833,0.0003312110660990612,3.48
V0202,V0406,3,18,20,0.144,20.833,0.0003312110660990612,3.48
V0169,V0360,4,35,25,0.35,11.429,0.00033082607456259443,3.48
V0152,V0336,4,25,35,0.35,11.429,0.00033082607456259443,3.48
V0081,V0387,4,25,35,0.35,11.429,0.00033082607456259443,3.48
V0317,V0405,4,35,25,0.35,11.429,0.00033082607456259443,3.48
V0014,V0066,6,46,53,0.975,6.153,0.00033264411190831204,3.478
V0146,V0369,3,19,19,0.144,20.776,0.0003342157956497958,3.476
V0439,V0498,3,19,19,0.144,20.776,0.0003342157956497958,3.476
V0435,V0526,3,13,28,0.146,20.604,0.0003340843111884108,3.476
V0246,V0385,3,13,28,0.146,20.604,0.0003340843111884108,3.476
V0011,V0087,4,40,22,0.352,11.364,0.0003342023973520998,3.476
V0278,V0322,4,22,40,0.352,11.364,0.0003342023973520998,3.476
V0159,V0191,4,40,22,0.352,11.364,0.0003342023973520998,3.476
V0309,V0347,4,56,16,0.358,11.161,0.0003366440437845027,3.473
V0282,V0419,4,16,56,0.358,11.161,0.0003366440437845027,3.473
V0083,V0395,3,14,26,0.146,20.604,0.000337158998341626,3.472
V0083,V0262,3,14,26,0.146,20.604,0.000337158998341626,3.472
V0262,V0471,3,26,14,0.146,20.604,0.000337158998341626,3.472
V0395,V0471,3,26,14,0.146,20.604,0.000337158998341626,3.472
V0395,V0543,3,26,14,0.146,20.604,0.000337158998341626,3.472
V0254,V0370,5,43,37,0.636,7.857,0.0003440641990426589,3.463
V0093,V0150,4,34,26,0.354,11.312,0.00034529642555410447,3.462
V0231,V0403,4,26,34,0.354,11.312,0.00034529642555410447,3.462
V0061,V0302,4,37,24,0.355,11.261,0.0003495037975113849,3.457
V0135,V0370,4,24,37,0.355,11.261,0.0003495037975113849,3.457
V0258,V0302,4,37,24,0.355,11.261,0.0003495037975113849,3.457
V0034,V0056,4,53,17,0.36,11.099,0.00034953679416885287,3.457
V0056,V0502,4,17,53,0.36,11.099,0.00034953679416885287,3.457
V0024,V0187,5,47,34,0.639,7.822,0.000349737879165592,3.456
V0024,V0158,5,47,34,0.639,7.822,0.000349737879165592,3.456
V0497,V0549,3,16,23,0.147,20.38,0.00035258101736175345,3.453
V0269,V0504,5,39,41,0.64,7.817,0.0003528602612730504,3.452
V0322,V0413,5,40,40,0.64,7.812,0.0003539715785054767,3.451
V0159,V0426,5,40,40,0.64,7.812,0.0003539715785054767,3.451
V0123,V0546,4,45,20,0.36,11.111,0.00035991718128399364,3.444
V0214,V0338,4,20,45,0.36,11.111,0.00035991718128399364,3.444
V0338,V0513,6,45,55,0.99,6.061,0.0003613458819635599,3.442
V0014,V0310,5,46,35,0.644,7.764,0.00036316266263072936,3.44
V0035,V0144,5,24,68,0.653,7.659,0.0003653186622720899,3.437
V0127,V0198,4,43,21,0.361,11.074,0.0003674452736134622,3.435
V0454,V0501,4,43,21,0.361,11.074,0.0003674452736134622,3.435
V0198,V0298,4,21,43,0.361,11.074,0.0003674452736134622,3.435
V0191,V0381,4,22,41,0.361,11.086,0.0003681894787781297,3.434
V0386,V0525,4,22,41,0.361,11.086,0.0003681894787781297,3.434
V0278,V0504,4,22,41,0.361,11.086,0.0003681894787781297,3.434
V0208,V0495,4,25,36,0.36,11.111,0.0003696711154151837,3.432
V0142,V0419,5,29,56,0.65,7.697,0.00037084382333639357,3.431
V0357,V0386,3,17,22,0.15,20.053,0.0003716203628158424,3.43
V0175,V0521,3,22,17,0.15,20.053,0.0003716203628158424,3.43
V0087,V0545,3,22,17,0.15,20.053,0.0003716203628158424,3.43
V0058,V0420,3,17,22,0.15,20.053,0.0003716203628158424,3.43
V0049,V0420,3,17,22,0.15,20.053,0.0003716203628158424,3.43
V0049,V0536,3,17,22,0.15,20.053,0.0003716203628158424,3.43
V0373,V0375,3,22,17,0.15,20.053,0.0003716203628158424,3.43
V0067,V0386,3,17,22,0.15,20.053,0.0003716203628158424,3.43
V0192,V0486,3,22,17,0.15,20.053,0.0003716203628158424,3.43
V0341,V0420,3,17,22,0.15,20.053,0.0003716203628158424,3.43
V0232,V0486,3,22,17,0.15,20.053,0.0003716203628158424,3.43
V0076,V0306,3,22,17,0.15,20.053,0.0003716203628158424,3.43
V0299,V0357,3,22,17,0.15,20.053,0.0003716203628158424,3.43
V0350,V0528,3,15,25,0.15,20.0,0.00037159029799047896,3.43
V0491,V0528,3,15,25,0.15,20.0,0.00037159029799047896,3.43
V0491,V0499,3,15,25,0.15,20.0,0.00037159029799047896,3.43
V0350,V0499,3,15,25,0.15,20.0,0.00037159029799047896,3.43
V0063,V0079,4,30,30,0.36,11.111,0.00037212761600748865,3.429
V0383,V0384,5,36,45,0.648,7.716,0.00037464370943571094,3.426
V0219,V0301,5,45,36,0.648,7.716,0.00037464370943571094,3.426
V0129,V0502,6,47,53,0.996,6.022,0.0003751695914278788,3.426
V0353,V0547,4,19,48,0.365,10.965,0.0003755183830976687,3.425
V0389,V0547,4,19,48,0.365,10.965,0.0003755183830976687,3.425
V0229,V0329,3,14,27,0.151,19.841,0.00037804790633205846,3.422
V0077,V0329,3,14,27,0.151,19.841,0.00037804790633205846,3.422
V0329,V0543,3,27,14,0.151,19.841,0.00037804790633205846,3.422
V0253,V0422,3,14,27,0.151,19.841,0.00037804790633205846,3.422
V0032,V0326,3,14,27,0.151,19.841,0.00037804790633205846,3.422
V0326,V0492,3,27,14,0.151,19.841,0.00037804790633205846,3.422
V0174,V0215,4,18,51,0.367,10.893,0.00038096449927650005,3.419
V0202,V0408,3,18,21,0.151,19.841,0.00038467155889420875,3.415
V0234,V0409,3,21,18,0.151,19.841,0.00038467155889420875,3.415
V0240,V0505,3,21,18,0.151,19.841,0.00038467155889420875,3.415
V0030,V0459,3,18,21,0.151,19.841,0.00038467155889420875,3.415
V0240,V0331,3,21,18,0.151,19.841,0.00038467155889420875,3.415
V0409,V0540,3,18,21,0.151,19.841,0.00038467155889420875,3.415
V0336,V0423,3,35,11,0.154,19.481,0.00038435268009153704,3.415
V0387,V0429,4,35,26,0.364,10.989,0.00038709966175179997,3.412
V0302,V0434,4,24,38,0.365,10.965,0.00038811339094902585,3.411
V0335,V0377,4,38,24,0.365,10.965,0.00038811339094902585,3.411
V0335,V0337,4,38,24,0.365,10.965,0.00038811339094902585,3.411
V0344,V0454,5,38,43,0.654,7.65,0.0003911741165191243,3.408
V0298,V0344,5,43,38,0.654,7.65,0.0003911741165191243,3.408
V0447,V0498,3,20,19,0.152,19.737,0.00039130565711375154,3.407
V0353,V0430,3,19,20,0.152,19.737,0.00039130565711375154,3.407
V0014,V0046,4,46,20,0.368,10.87,0.0003921643035877767,3.407
V0159,V0381,5,40,41,0.656,7.622,0.000398424267802531,3.4
V0011,V0394,5,40,41,0.656,7.622,0.000398424267802531,3.4
V0394,V0424,5,41,40,0.656,7.622,0.000398424267802531,3.4
V0320,V0381,5,40,41,0.656,7.622,0.000398424267802531,3.4
V0320,V0356,4,40,23,0.368,10.87,0.00039990700105196897,3.398
V0266,V0497,3,24,16,0.154,19.531,0.0004013746245246748,3.396
V0115,V0397,3,16,24,0.154,19.531,0.0004013746245246748,3.396
V0400,V0401,3,24,16,0.154,19.531,0.0004013746245246748,3.396
V0475,V0490,3,24,16,0.154,19.531,0.0004013746245246748,3.396
V0343,V0529,3,16,24,0.154,19.531,0.0004013746245246748,3.396
V0160,V0397,3,16,24,0.154,19.531,0.0004013746245246748,3.396
V0164,V0382,3,24,16,0.154,19.531,0.0004013746245246748,3.396
V0158,V0326,4,34,27,0.367,10.893,0.0004014577238277861,3.396
V0130,V0187,4,27,34,0.367,10.893,0.0004014577238277861,3.396
V0292,V0319,4,27,34,0.367,10.893,0.0004014577238277861,3.396
V0161,V0303,4,34,27,0.367,10.893,0.0004014577238277861,3.396
V0130,V0158,4,27,34,0.367,10.893,0.0004014577238277861,3.396
V0161,V0422,4,34,27,0.367,10.893,0.0004014577238277861,3.396
V0063,V0513,5,30,55,0.66,7.576,0.00040177514117280976,3.396
V0224,V0339,4,42,22,0.37,10.823,0.0004045913226620203,3.393
V0119,V0262,5,64,26,0.666,7.512,0.0004078215684840133,3.39
V0395,V0481,5,26,64,0.666,7.512,0.0004078215684840133,3.39
V0163,V0366,3,13,30,0.156,19.231,0.00041154529193706044,3.386
V0074,V0464,4,28,33,0.37,10.823,0.000412472136530357,3.385
V0437,V0526,4,33,28,0.37,10.823,0.000412472136530357,3.385
V0313,V0437,4,28,33,0.37,10.823,0.000412472136530357,3.385
V0385,V0437,4,28,33,0.37,10.823,0.000412472136530357,3.385
V0197,V0533,4,25,37,0.37,10.811,0.0004116863610480978,3.385
V0360,V0472,4,25,37,0.37,10.811,0.0004116863610480978,3.385
V0103,V0301,3,11,36,0.158,18.939,0.0004182812376499425,3.379
V0100,V0393,3,26,15,0.156,19.231,0.00041854207023891483,3.378
V0402,V0453,4,29,32,0.371,10.776,0.0004199334640957468,3.377
V0074,V0372,3,28,14,0.157,19.133,0.000422011501475706,3.375
V0077,V0141,3,14,28,0.157,19.133,0.000422011501475706,3.375
V0003,V0189,3,40,10,0.16,18.75,0.0004215614928763263,3.375
V0204,V0351,3,23,17,0.156,19.182,0.0004255651749357608,3.371
V0058,V0204,3,17,23,0.156,19.182,0.0004255651749357608,3.371
V0178,V0241,5,49,34,0.666,7.503,0.000426371473119894,3.37
V0258,V0384,5,37,45,0.666,7.508,0.00042740660967616705,3.369
V0258,V0338,5,37,45,0.666,7.508,0.00042740660967616705,3.369
V0271,V0297,4,24,39,0.374,10.684,0.00042969185018819627,3.367
V0080,V0302,4,39,24,0.374,10.684,0.00042969185018819627,3.367
V0481,V0491,4,64,15,0.384,10.417,0.0004316443944259021,3.365
V0122,V0468,4,36,26,0.374,10.684,0.00043241388222700205,3.364
V0375,V0419,4,17,56,0.381,10.504,0.0004329243496665925,3.364
V0010,V0264,5,96,18,0.691,7.234,0.0004331767923054816,3.363
V0088,V0304,5,38,44,0.669,7.476,0.00043645957740630364,3.36
V0088,V0438,5,38,44,0.669,7.476,0.00043645957740630364,3.36
V0338,V0365,4,45,21,0.378,10.582,0.00043878342371148597,3.358
V0007,V0127,5,39,43,0.671,7.454,0.00044301371032846377,3.354
V0299,V0511,3,22,18,0.158,18.939,0.0004434019412468575,3.353
V0175,V0539,3,22,18,0.158,18.939,0.0004434019412468575,3.353
V0514,V0539,3,22,18,0.158,18.939,0.0004434019412468575,3.353
V0409,V0538,3,18,22,0.158,18.939,0.0004434019412468575,3.353
V0030,V0514,3,18,22,0.158,18.939,0.0004434019412468575,3.353
V0060,V0076,3,18,22,0.158,18.939,0.0004434019412468575,3.353
V0454,V0514,4,43,22,0.378,10.571,0.0004435062311890811,3.353
V0121,V0386,4,43,22,0.378,10.571,0.0004435062311890811,3.353
V0172,V0182,5,48,35,0.672,7.44,0.0004445928663773977,3.352
V0407,V0460,5,40,42,0.672,7.44,0.00044698153754631225,3.35
V0424,V0485,5,40,42,0.672,7.44,0.00044698153754631225,3.35
V0276,V0504,5,41,41,0.672,7.436,0.00044831006356922535,3.348
V0182,V0326,4,35,27,0.378,10.582,0.0004499161833342391,3.347
V0169,V0422,4,35,27,0.378,10.582,0.0004499161833342391,3.347
V0275,V0419,6,46,56,1.03,5.823,0.0004512868298684837,3.346
V0039,V0275,6,56,46,1.03,5.823,0.0004512868298684837,3.346
V0012,V0090,3,19,21,0.16,18.797,0.0004543295901994089,3.343
V0148,V0498,3,21,19,0.16,18.797,0.0004543295901994089,3.343
V0286,V0498,3,21,19,0.16,18.797,0.0004543295901994089,3.343
V0107,V0198,3,19,21,0.16,18.797,0.0004543295901994089,3.343
V0090,V0498,3,21,19,0.16,18.797,0.0004543295901994089,3.343
V0152,V0497,3,25,16,0.16,18.75,0.0004543245383632452,3.343
V0208,V0461,3,25,16,0.16,18.75,0.0004543245383632452,3.343
V0033,V0490,3,25,16,0.16,18.75,0.0004543245383632452,3.343
V0405,V0507,3,25,16,0.16,18.75,0.0004543245383632452,3.343
V0103,V0370,3,11,37,0.163,18.428,0.00045408895519534904,3.343
V0046,V0412,3,20,20,0.16,18.75,0.0004580099834751272,3.339
V0284,V0412,3,20,20,0.16,18.75,0.0004580099834751272,3.339
V0129,V0209,5,47,36,0.677,7.388,0.00046067175857596453,3.337
V0013,V0502,5,32,53,0.678,7.37,0.0004612086393550726,3.336
V0228,V0236,3,34,12,0.163,18.382,0.000465316062894008,3.332
V0376,V0393,3,27,15,0.162,18.519,0.0004691597751224852,3.329
V0250,V0376,3,15,27,0.162,18.519,0.0004691597751224852,3.329
V0265,V0329,3,15,27,0.162,18.519,0.0004691597751224852,3.329
V0329,V0350,3,27,15,0.162,18.519,0.0004691597751224852,3.329
V0221,V0422,3,15,27,0.162,18.519,0.0004691597751224852,3.329
V0180,V0402,3,14,29,0.162,18.473,0.0004691462322162846,3.329
V0140,V0494,3,14,29,0.162,18.473,0.0004691462322162846,3.329
V0142,V0492,3,29,14,0.162,18.473,0.0004691462322162846,3.329
V0244,V0523,5,50,34,0.68,7.353,0.0004691482568015246,3.329
V0178,V0502,6,49,53,1.039,5.776,0.00047295081537328986,3.325
V0302,V0424,4,24,40,0.384,10.417,0.0004743691238925373,3.324
V0216,V0332,4,19,51,0.388,10.32,0.0004753187519076135,3.323
V0043,V0353,4,51,19,0.388,10.32,0.0004753187519076135,3.323
V0213,V0215,4,19,51,0.388,10.32,0.0004753187519076135,3.323
V0327,V0388,4,51,19,0.388,10.32,0.0004753187519076135,3.323
V0014,V0198,4,46,21,0.386,10.352,0.0004779434846154016,3.321
V0366,V0537,4,30,32,0.384,10.417,0.00048019652311417693,3.319
V0114,V0371,4,31,31,0.384,10.406,0.00048226527016381434,3.317
V0258,V0367,4,37,26,0.385,10.395,0.0004814062050135032,3.317
V0370,V0468,4,37,26,0.385,10.395,0.0004814062050135032,3.317
V0022,V0096,3,24,17,0.163,18.382,0.00048431365450554096,3.315
V0096,V0475,3,17,24,0.163,18.382,0.00048431365450554096,3.315
V0096,V0378,3,17,24,0.163,18.382,0.00048431365450554096,3.315
V0035,V0070,3,24,17,0.163,18.382,0.00048431365450554096,3.315
V0164,V0486,3,24,17,0.163,18.382,0.00048431365450554096,3.315
V0351,V0529,3,17,24,0.163,18.382,0.00048431365450554096,3.315
V0058,V0475,3,17,24,0.163,18.382,0.00048431365450554096,3.315
V0486,V0529,3,17,24,0.163,18.382,0.00048431365450554096,3.315
V0008,V0266,3,17,24,0.163,18.382,0.00048431365450554096,3.315
V0224,V0356,4,42,23,0.386,10.352,0.00048382459570099693,3.315
V0073,V0191,4,44,22,0.387,10.331,0.00048503328513283905,3.314
V0273,V0438,4,22,44,0.387,10.331,0.00048503328513283905,3.314
V0123,V0352,5,45,38,0.684,7.31,0.0004856042593699027,3.314
V0219,V0352,5,45,38,0.684,7.31,0.0004856042593699027,3.314
V0201,V0363,5,38,45,0.684,7.31,0.0004856042593699027,3.314
V0120,V0342,5,44,39,0.686,7.284,0.0004941359471213125,3.306
V0246,V0537,3,13,32,0.166,18.029,0.0004997491983696695,3.301
V0159,V0455,5,40,43,0.688,7.267,0.0004998859004509594,3.301
V0062,V0454,5,40,43,0.688,7.267,0.0004998859004509594,3.301
V0188,V0413,5,43,40,0.688,7.267,0.0004998859004509594,3.301
V0003,V0218,5,40,43,0.688,7.267,0.0004998859004509594,3.301
V0086,V0178,4,20,49,0.392,10.204,0.0005013477137504325,3.3
V0280,V0292,4,36,27,0.389,10.288,0.0005024230866559497,3.299
V0199,V0495,4,27,36,0.389,10.288,0.0005024230866559497,3.299
V0153,V0376,4,36,27,0.389,10.288,0.0005024230866559497,3.299
V0224,V0346,5,42,41,0.689,7.259,0.0005027796305086614,3.299
V0099,V0387,3,12,35,0.168,17.857,0.0005075578278344277,3.295
V0465,V0549,3,18,23,0.166,18.116,0.0005076142999668055,3.294
V0202,V0431,3,18,23,0.166,18.116,0.0005076142999668055,3.294
V0030,V0549,3,18,23,0.166,18.116,0.0005076142999668055,3.294
V0539,V0549,3,18,23,0.166,18.116,0.0005076142999668055,3.294
V0047,V0174,4,55,18,0.396,10.101,0.000510595932575879,3.292
V0429,V0544,3,26,16,0.166,18.029,0.0005115764873621738,3.291
V0065,V0282,3,26,16,0.166,18.029,0.0005115764873621738,3.291
V0401,V0496,3,16,26,0.166,18.029,0.0005115764873621738,3.291
V0347,V0362,3,16,26,0.166,18.029,0.0005115764873621738,3.291
V0093,V0327,5,34,51,0.694,7.209,0.0005150943940212356,3.288
V0172,V0483,6,48,55,1.056,5.682,0.0005174090570620261,3.286
V0110,V0410,3,14,30,0.168,17.857,0.0005195470549606056,3.284
V0439,V0538,3,19,22,0.167,17.943,0.0005235380335655677,3.281
V0175,V0369,3,22,19,0.167,17.943,0.0005235380335655677,3.281
V0192,V0463,3,22,19,0.167,17.943,0.0005235380335655677,3.281
V0353,V0386,3,19,22,0.167,17.943,0.0005235380335655677,3.281
V0278,V0473,3,22,19,0.167,17.943,0.0005235380335655677,3.281
V0002,V0473,3,22,19,0.167,17.943,0.0005235380335655677,3.281
V0069,V0074,3,15,28,0.168,17.857,0.0005235616293303073,3.281
V0057,V0526,3,15,28,0.168,17.857,0.0005235616293303073,3.281
V0112,V0380,3,15,28,0.168,17.857,0.0005235616293303073,3.281
V0129,V0417,5,47,37,0.696,7.188,0.0005252004265274391,3.28
V0016,V0066,6,50,53,1.06,5.66,0.0005287718412990963,3.277
V0087,V0384,4,22,45,0.396,10.101,0.0005292722830141336,3.276
V0123,V0278,4,45,22,0.396,10.101,0.0005292722830141336,3.276
V0219,V0278,4,45,22,0.396,10.101,0.0005292722830141336,3.276
V0002,V0219,4,22,45,0.396,10.101,0.0005292722830141336,3.276
V0243,V0286,3,20,21,0.168,17.857,0.0005316178489894947,3.274
V0406,V0540,3,20,21,0.168,17.857,0.0005316178489894947,3.274
V0148,V0243,3,21,20,0.168,17.857,0.0005316178489894947,3.274
V0214,V0365,3,20,21,0.168,17.857,0.0005316178489894947,3.274
V0240,V0243,3,21,20,0.168,17.857,0.0005316178489894947,3.274
V0142,V0228,4,29,34,0.394,10.142,0.0005329291757991347,3.273
V0241,V0349,4,34,29,0.394,10.142,0.0005329291757991347,3.273
V0044,V0415,4,34,29,0.394,10.142,0.0005329291757991347,3.273
V0231,V0434,4,26,38,0.395,10.121,0.000534245158192415,3.272
V0088,V0429,4,38,26,0.395,10.121,0.000534245158192415,3.272
V0201,V0468,4,38,26,0.395,10.121,0.000534245158192415,3.272
V0014,V0352,5,46,38,0.699,7.151,0.0005388184949986608,3.269
V0368,V0387,5,50,35,0.7,7.143,0.0005391418992003001,3.268
V0054,V0410,4,33,30,0.396,10.101,0.000541880864807719,3.266
V0054,V0510,4,33,30,0.396,10.101,0.000541880864807719,3.266
V0368,V0430,4,50,20,0.4,10.0,0.0005421347445213469,3.266
V0005,V0453,4,31,32,0.397,10.081,0.000546396428702574,3.262
V0039,V0060,4,56,18,0.403,9.921,0.0005473877350065937,3.262
V0354,V0528,3,17,25,0.17,17.647,0.0005480405263079197,3.261
V0058,V0528,3,17,25,0.17,17.647,0.0005480405263079197,3.261
V0038,V0097,3,25,17,0.17,17.647,0.0005480405263079197,3.261
V0197,V0375,3,25,17,0.17,17.647,0.0005480405263079197,3.261
V0070,V0152,3,17,25,0.17,17.647,0.0005480405263079197,3.261
V0081,V0094,3,25,17,0.17,17.647,0.0005480405263079197,3.261
V0033,V0341,3,25,17,0.17,17.647,0.0005480405263079197,3.261
V0066,V0473,4,53,19,0.403,9.93,0.0005515896181306839,3.258
V0120,V0426,5,44,40,0.704,7.102,0.0005573854337474265,3.254
V0304,V0359,5,44,40,0.704,7.102,0.0005573854337474265,3.254
V0249,V0270,4,37,27,0.4,10.01,0.0005591686670905552,3.252
V0127,V0276,5,43,41,0.705,7.09,0.0005621010966915574,3.25
V0254,V0504,5,43,41,0.705,7.09,0.0005621010966915574,3.25
V0127,V0242,5,43,41,0.705,7.09,0.0005621010966915574,3.25
V0298,V0308,5,43,41,0.705,7.09,0.0005621010966915574,3.25
V0481,V0490,4,64,16,0.41,9.766,0.0005645198924511002,3.248
V0104,V0119,4,16,64,0.41,9.766,0.0005645198924511002,3.248
V0289,V0544,3,27,16,0.173,17.361,0.000573273523347175,3.242
V0160,V0326,3,16,27,0.173,17.361,0.000573273523347175,3.242
V0229,V0469,3,14,31,0.174,17.281,0.0005733074467166579,3.242
V0469,V0543,3,31,14,0.174,17.281,0.0005733074467166579,3.242
V0005,V0180,3,31,14,0.174,17.281,0.0005733074467166579,3.242
V0002,V0014,4,22,46,0.405,9.881,0.0005763236815463046,3.239
V0035,V0465,3,24,18,0.173,17.361,0.0005775162363505987,3.238
V0202,V0529,3,18,24,0.173,17.361,0.0005775162363505987,3.238
V0409,V0475,3,18,24,0.173,17.361,0.0005775162363505987,3.238
V0264,V0378,3,18,24,0.173,17.361,0.0005775162363505987,3.238
V0378,V0409,3,24,18,0.173,17.361,0.0005775162363505987,3.238
V0022,V0331,3,24,18,0.173,17.361,0.0005775162363505987,3.238
V0145,V0397,3,18,24,0.173,17.361,0.0005775162363505987,3.238
V0035,V0456,3,24,18,0.173,17.361,0.0005775162363505987,3.238
V0145,V0337,3,18,24,0.173,17.361,0.0005775162363505987,3.238
V0112,V0142,3,15,29,0.174,17.241,0.0005818638405239031,3.235
V0327,V0546,4,51,20,0.408,9.804,0.0005852418365302071,3.233
V0092,V0327,4,20,51,0.408,9.804,0.0005852418365302071,3.233
V0327,V0379,6,51,53,1.081,5.549,0.0005896053675121178,3.229
V0007,V0362,4,39,26,0.406,9.862,0.000591100534062772,3.228
V0080,V0367,4,39,26,0.406,9.862,0.000591100534062772,3.228
V0310,V0327,5,35,51,0.714,7.003,0.0005917458167795039,3.228
V0402,V0458,4,29,35,0.406,9.852,0.0005968754490166578,3.224
V0142,V0458,4,29,35,0.406,9.852,0.0005968754490166578,3.224
V0082,V0309,5,32,56,0.717,6.975,0.0005973998332470508,3.224
V0151,V0473,3,23,19,0.175,17.162,0.0005991757681596885,3.222
V0369,V0549,3,19,23,0.175,17.162,0.0005991757681596885,3.222
V0204,V0439,3,23,19,0.175,17.162,0.0005991757681596885,3.222
V0431,V0439,3,23,19,0.175,17.162,0.0005991757681596885,3.222
V0146,V0549,3,19,23,0.175,17.162,0.0005991757681596885,3.222
V0012,V0431,3,19,23,0.175,17.162,0.0005991757681596885,3.222
V0044,V0510,4,34,30,0.408,9.804,0.0006090185323721006,3.215
V0063,V0403,4,30,34,0.408,9.804,0.0006090185323721006,3.215
V0052,V0080,5,46,39,0.718,6.968,0.000609615271472024,3.215
V0043,V0091,7,51,74,1.51,4.637,0.0006097156842407857,3.215
V0175,V0334,3,22,20,0.176,17.045,0.0006124160032287641,3.213
V0192,V0452,3,22,20,0.176,17.045,0.0006124160032287641,3.213
V0278,V0546,3,22,20,0.176,17.045,0.0006124160032287641,3.213
V0002,V0211,3,22,20,0.176,17.045,0.0006124160032287641,3.213
V0447,V0538,3,20,22,0.176,17.045,0.0006124160032287641,3.213
V0076,V0412,3,22,20,0.176,17.045,0.0006124160032287641,3.213
V0091,V0533,6,74,37,1.095,5.478,0.0006150786806372262,3.211
V0234,V0240,3,21,21,0.176,17.007,0.0006168703996799926,3.21
V0240,V0408,3,21,21,0.176,17.007,0.0006168703996799926,3.21
V0125,V0279,3,21,21,0.176,17.007,0.0006168703996799926,3.21
V0351,V0395,3,17,26,0.177,16.968,0.0006169170443165512,3.21
V0004,V0411,3,26,17,0.177,16.968,0.0006169170443165512,3.21
V0150,V0176,3,26,17,0.177,16.968,0.0006169170443165512,3.21
V0096,V0262,3,17,26,0.177,16.968,0.0006169170443165512,3.21
V0327,V0515,3,51,9,0.184,16.34,0.0006165075311022112,3.21
V0043,V0045,3,51,9,0.184,16.34,0.0006165075311022112,3.21
V0403,V0502,5,34,53,0.721,6.937,0.0006170997749499383,3.21
V0066,V0319,5,53,34,0.721,6.937,0.0006170997749499383,3.21
V0027,V0059,4,32,32,0.41,9.766,0.0006188579957884325,3.208
