vendor_id,investigation_priority,evidence_family_count,evidence_families,weighted_evidence_strength,strongest_family_strength,convergence_strength,evidence_diversity,persistence_strength,context_factor,minimum_family_context,core_evidence_families,supporting_evidence_families,core_evidence_strength,supporting_evidence_strength,evidence_count,risk_components,explanations
V0498,19.76061917769459,3,"cooccurrence,economic,temporal",0.207623,0.261887,0.245263,0.86,0.270575,0.46337,0.193325,"network,economic",,0.261887,0.0,11,"{'cooccurrence': 0.2619, 'economic': 0.2565, 'temporal': 0.0892}",[cooccurrence] conditional co-bidding 4.75x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=1.49; bids=9 | [temporal] vendor behavioral regime shift; procurement relevance=0.19; persistence=0.03
V0499,19.14619484125137,2,"cooccurrence,economic",0.213982,0.253229,0.24195,0.68,0.427333,0.600776,0.201552,network,,0.253229,0.0,7,"{'cooccurrence': 0.2532, 'economic': 0.1727}",[cooccurrence] conditional co-bidding 8.55x expected; persistence=0.39 | [economic] unusually compressed bid dispersion; compression=1.03; bids=9
V0501,12.799628302698618,2,"cooccurrence,temporal",0.154177,0.212466,0.194705,0.68,0.547297,0.35,0.178657,,,0.212466,0.0,6,"{'cooccurrence': 0.2125, 'temporal': 0.0856}",[cooccurrence] conditional co-bidding 2.14x expected; persistence=0.73 | [temporal] vendor behavioral regime shift; procurement relevance=0.18; persistence=0.25
V0502,21.497764289150474,4,"cooccurrence,economic,geographic,temporal",0.2132,0.333423,0.239006,0.94,0.278413,0.570282,0.095915,,geographic,0.240694,0.333423,23,"{'cooccurrence': 0.2407, 'economic': 0.2286, 'geographic': 0.3334, 'temporal': 0.0787}",[geographic] winning geography differs from participation geography by 0.45 | [cooccurrence] conditional co-bidding 3.22x expected; persistence=0.77 | [economic] unusually compressed bid dispersion; compression=1.58; bids=7 | [temporal] vendor behavioral regime shift; procurement relevance=0.10; persistence=0.13
V0503,11.506031260524093,2,"economic,temporal",0.12773,0.165191,0.154085,0.68,0.075556,0.508739,0.017478,,,0.165191,0.0,2,"{'economic': 0.1652, 'temporal': 0.0859}",[economic] unusually compressed bid dispersion; compression=1.33; bids=4 | [temporal] vendor behavioral regime shift; procurement relevance=0.02; persistence=0.16
V0504,16.13972681491762,2,"cooccurrence,economic",0.200873,0.21252,0.209173,0.68,0.427333,0.590012,0.180025,,,0.21252,0.0,6,"{'cooccurrence': 0.2125, 'economic': 0.1886}",[cooccurrence] conditional co-bidding 2.13x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=1.28; bids=6
V0505,27.769214305722528,3,"cooccurrence,economic,geographic",0.300098,0.457301,0.262107,0.86,0.300667,0.736047,0.208141,network,geographic,0.266292,0.457301,5,"{'cooccurrence': 0.2663, 'economic': 0.2364, 'geographic': 0.4573}",[geographic] winning geography differs from participation geography by 0.56 | [cooccurrence] conditional co-bidding 5.46x expected; persistence=0.70 | [economic] unusually compressed bid dispersion; compression=1.49; bids=9
V0507,13.116622226672646,2,"cooccurrence,geographic",0.212579,0.283516,0.170016,0.68,0.3625,0.593844,0.187687,,,0.170016,0.283516,2,"{'cooccurrence': 0.17, 'geographic': 0.2835}",[geographic] winning geography differs from participation geography by 0.42 | [cooccurrence] conditional co-bidding 2.14x expected; persistence=0.58
V0509,20.782543365057133,3,"cooccurrence,economic,temporal",0.207086,0.284045,0.261384,0.86,0.354784,0.435752,0.108979,network,,0.284045,0.0,8,"{'cooccurrence': 0.284, 'economic': 0.193, 'temporal': 0.1323}",[cooccurrence] conditional co-bidding 6.86x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=1.35; bids=6 | [temporal] vendor behavioral regime shift; procurement relevance=0.11; persistence=0.27
V0510,13.815275317690196,2,"economic,temporal",0.142068,0.194786,0.179157,0.68,0.0,0.538563,0.077126,,,0.194786,0.0,2,"{'economic': 0.1948, 'temporal': 0.0831}",[economic] unusually compressed bid dispersion; compression=1.42; bids=7 | [temporal] vendor behavioral regime shift; procurement relevance=0.08; persistence=0.00
V0511,20.562556106088493,1,economic,0.239099,0.239099,0.239099,0.35,0.0,1.0,1.0,,,0.239099,0.0,2,{'economic': 0.2391},[economic] unusually compressed bid dispersion; compression=1.52; bids=10
V0512,15.333920905715113,3,"cooccurrence,economic,temporal",0.160643,0.212906,0.197373,0.86,0.316536,0.414136,0.05294,,,0.212906,0.0,4,"{'cooccurrence': 0.2129, 'economic': 0.1641, 'temporal': 0.0953}",[cooccurrence] conditional co-bidding 2.45x expected; persistence=0.70 | [economic] unusually compressed bid dispersion; compression=1.42; bids=5 | [temporal] vendor behavioral regime shift; procurement relevance=0.05; persistence=0.18
V0513,19.533553469128286,3,"cooccurrence,economic,temporal",0.195171,0.267602,0.245947,0.86,0.382143,0.433622,0.109169,network,,0.267602,0.0,29,"{'cooccurrence': 0.2676, 'economic': 0.2117, 'temporal': 0.0914}",[cooccurrence] conditional co-bidding 5.00x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=1.58; bids=7 | [temporal] vendor behavioral regime shift; procurement relevance=0.11; persistence=0.20
V0514,11.386820305163226,2,"cooccurrence,temporal",0.156876,0.186027,0.177144,0.68,0.501411,0.35,0.15524,,,0.186027,0.0,2,"{'cooccurrence': 0.186, 'temporal': 0.1226}",[cooccurrence] conditional co-bidding 1.98x expected; persistence=0.73 | [temporal] vendor behavioral regime shift; procurement relevance=0.16; persistence=0.23
V0515,3.855,1,temporal,0.075163,0.075163,0.0,0.35,0.05,0.35,0.008622,,,0.075163,0.0,1,{'temporal': 0.0752},[temporal] vendor behavioral regime shift; procurement relevance=0.01; persistence=0.05
V0516,19.708880830464206,2,"cooccurrence,economic",0.21379,0.258366,0.245556,0.68,0.410256,0.61557,0.231141,network,,0.258366,0.0,2,"{'cooccurrence': 0.2584, 'economic': 0.1669}",[cooccurrence] conditional co-bidding 5.74x expected; persistence=0.80 | [economic] unusually compressed bid dispersion; compression=2.09; bids=4
V0517,13.5712180205115,2,"cooccurrence,temporal",0.168796,0.224467,0.207504,0.68,0.496124,0.35,0.162782,,,0.224467,0.0,3,"{'cooccurrence': 0.2245, 'temporal': 0.1033}",[cooccurrence] conditional co-bidding 2.52x expected; persistence=0.77 | [temporal] vendor behavioral regime shift; procurement relevance=0.16; persistence=0.18
V0520,13.355435866642749,2,"economic,temporal",0.147167,0.17493,0.166699,0.68,0.157392,0.615212,0.230423,,,0.17493,0.0,2,"{'economic': 0.1749, 'temporal': 0.1161}",[economic] unusually compressed bid dispersion; compression=1.07; bids=9 | [temporal] vendor behavioral regime shift; procurement relevance=0.23; persistence=0.33
V0521,15.124837427882573,1,economic,0.17587,0.17587,0.17587,0.35,0.0,1.0,1.0,,,0.17587,0.0,1,{'economic': 0.1759},[economic] unusually compressed bid dispersion; compression=1.89; bids=4
V0523,21.93219706441408,2,"cooccurrence,economic",0.265252,0.288835,0.282397,0.68,0.427333,0.593565,0.18713,economic,,0.288835,0.0,8,"{'cooccurrence': 0.2428, 'economic': 0.2888}",[economic] unusually compressed bid dispersion; compression=2.03; bids=9 | [cooccurrence] conditional co-bidding 2.83x expected; persistence=0.83
V0525,15.322736041459562,3,"cooccurrence,economic,temporal",0.185015,0.235851,0.235058,0.86,0.358321,0.394047,0.0,,,0.235851,0.0,11,"{'cooccurrence': 0.2359, 'economic': 0.2302, 'temporal': 0.0747}",[cooccurrence] conditional co-bidding 2.59x expected; persistence=0.83 | [economic] unusually compressed bid dispersion; compression=1.86; bids=6 | [temporal] vendor behavioral regime shift; procurement relevance=0.00; persistence=0.20
V0526,15.189114641292672,2,"cooccurrence,temporal",0.181247,0.252389,0.230712,0.68,0.506324,0.35,0.010288,network,,0.252389,0.0,10,"{'cooccurrence': 0.2524, 'temporal': 0.0976}",[cooccurrence] conditional co-bidding 4.67x expected; persistence=0.70 | [temporal] vendor behavioral regime shift; procurement relevance=0.01; persistence=0.20
V0527,12.738468358545058,1,cooccurrence,0.23054,0.23054,0.23054,0.35,0.7,0.35,0.220725,,,0.23054,0.0,1,{'cooccurrence': 0.2305},[cooccurrence] conditional co-bidding 4.62x expected; persistence=0.70
V0528,17.164254647291052,2,"cooccurrence,temporal",0.218309,0.283164,0.263403,0.68,0.54717,0.35,0.200157,network,,0.283164,0.0,6,"{'cooccurrence': 0.2832, 'temporal': 0.142}",[cooccurrence] conditional co-bidding 6.30x expected; persistence=0.77 | [temporal] vendor behavioral regime shift; procurement relevance=0.29; persistence=0.29
V0529,15.908144825308716,3,"cooccurrence,economic,temporal",0.177608,0.245218,0.239117,0.86,0.329095,0.402913,0.023827,,,0.245218,0.0,17,"{'cooccurrence': 0.2452, 'economic': 0.2016, 'temporal': 0.0712}",[cooccurrence] conditional co-bidding 3.92x expected; persistence=0.70 | [economic] unusually compressed bid dispersion; compression=1.85; bids=5 | [temporal] vendor behavioral regime shift; procurement relevance=0.02; persistence=0.14
V0530,14.56607695547261,3,"cooccurrence,economic,temporal",0.169513,0.219812,0.216827,0.86,0.316071,0.421455,0.061631,,,0.219812,0.0,4,"{'cooccurrence': 0.2198, 'economic': 0.1985, 'temporal': 0.078}",[cooccurrence] conditional co-bidding 3.09x expected; persistence=0.80 | [economic] unusually compressed bid dispersion; compression=1.06; bids=10 | [temporal] vendor behavioral regime shift; procurement relevance=0.06; persistence=0.10
V0531,12.700594721454845,2,"cooccurrence,temporal",0.153136,0.210799,0.193229,0.68,0.498651,0.35,0.170901,,,0.210799,0.0,4,"{'cooccurrence': 0.2108, 'temporal': 0.0853}",[cooccurrence] conditional co-bidding 2.08x expected; persistence=0.73 | [temporal] vendor behavioral regime shift; procurement relevance=0.17; persistence=0.18
V0532,17.984426212371407,1,economic,0.209121,0.209121,0.209121,0.35,0.0,1.0,1.0,,,0.209121,0.0,1,{'economic': 0.2091},[economic] unusually compressed bid dispersion; compression=1.29; bids=8
V0533,18.299704718737935,3,"cooccurrence,economic,temporal",0.204638,0.23939,0.229005,0.86,0.362973,0.468285,0.192577,,,0.23939,0.0,9,"{'cooccurrence': 0.2394, 'economic': 0.2121, 'temporal': 0.1555}",[cooccurrence] conditional co-bidding 3.12x expected; persistence=0.77 | [economic] unusually compressed bid dispersion; compression=1.28; bids=8 | [temporal] vendor behavioral regime shift; procurement relevance=0.21; persistence=0.25
V0534,20.0,1,geographic,0.457301,0.457301,0.0,0.35,0.0,1.0,1.0,,geographic,0.0,0.457301,1,{'geographic': 0.4573},[geographic] winning geography differs from participation geography by 0.56
V0536,13.064087020278775,1,cooccurrence,0.236433,0.236433,0.236433,0.35,0.8,0.35,0.198777,,,0.236433,0.0,2,{'cooccurrence': 0.2364},[cooccurrence] conditional co-bidding 2.86x expected; persistence=0.80
V0538,19.577342812199863,2,"cooccurrence,economic",0.219478,0.255151,0.2449,0.68,0.376051,0.61783,0.23566,network,,0.255151,0.0,2,"{'cooccurrence': 0.2552, 'economic': 0.1819}",[cooccurrence] conditional co-bidding 6.30x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=2.00; bids=4
V0539,15.864254811881112,3,"cooccurrence,economic,temporal",0.166981,0.245036,0.233994,0.86,0.305963,0.410635,0.029996,,,0.245036,0.0,6,"{'cooccurrence': 0.245, 'economic': 0.1662, 'temporal': 0.0761}",[cooccurrence] conditional co-bidding 3.58x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=1.91; bids=4 | [temporal] vendor behavioral regime shift; procurement relevance=0.03; persistence=0.07
V0540,18.287935011409225,2,"cooccurrence,economic",0.237219,0.237998,0.237774,0.68,0.410256,0.597012,0.194023,,,0.237998,0.0,4,"{'cooccurrence': 0.238, 'economic': 0.2364}",[cooccurrence] conditional co-bidding 2.86x expected; persistence=0.80 | [economic] unusually compressed bid dispersion; compression=1.49; bids=9
V0541,13.26360491169254,2,"economic,temporal",0.147774,0.176659,0.168095,0.68,0.10795,0.59381,0.187619,,,0.176659,0.0,2,"{'economic': 0.1767, 'temporal': 0.1155}",[economic] unusually compressed bid dispersion; compression=0.93; bids=9 | [temporal] vendor behavioral regime shift; procurement relevance=0.19; persistence=0.23
V0542,5.1434648403106875,1,temporal,0.093086,0.093086,0.093086,0.35,0.1667,0.35,0.041271,,,0.093086,0.0,1,{'temporal': 0.0931},[temporal] vendor behavioral regime shift; procurement relevance=0.04; persistence=0.17
V0543,13.509737312477183,1,cooccurrence,0.244498,0.244498,0.244498,0.35,0.7667,0.35,0.212502,,,0.244498,0.0,2,{'cooccurrence': 0.2445},[cooccurrence] conditional co-bidding 3.56x expected; persistence=0.77
V0545,15.600847096292627,2,"cooccurrence,economic",0.201308,0.202817,0.202405,0.68,0.358974,0.599016,0.198032,,,0.202817,0.0,3,"{'cooccurrence': 0.1999, 'economic': 0.2028}",[economic] unusually compressed bid dispersion; compression=1.35; bids=6 | [cooccurrence] conditional co-bidding 2.77x expected; persistence=0.70
V0546,17.826044922764922,3,"cooccurrence,economic,temporal",0.190309,0.22982,0.218322,0.86,0.369234,0.489339,0.186917,,,0.22982,0.0,5,"{'cooccurrence': 0.2298, 'economic': 0.1706, 'temporal': 0.1658}",[cooccurrence] conditional co-bidding 2.67x expected; persistence=0.77 | [economic] unusually compressed bid dispersion; compression=1.28; bids=6 | [temporal] vendor behavioral regime shift; procurement relevance=0.28; persistence=0.31
V0547,21.774592494841713,2,"cooccurrence,economic",0.242499,0.287826,0.274801,0.68,0.427333,0.601959,0.203918,network,,0.287826,0.0,7,"{'cooccurrence': 0.2878, 'economic': 0.1948}",[cooccurrence] conditional co-bidding 6.70x expected; persistence=0.77 | [economic] unusually compressed bid dispersion; compression=1.42; bids=7
V0548,14.61983677446767,1,cooccurrence,0.264588,0.264588,0.264588,0.35,0.7333,0.35,0.194932,network,,0.264588,0.0,5,{'cooccurrence': 0.2646},[cooccurrence] conditional co-bidding 5.40x expected; persistence=0.73
V0549,16.921908008711856,2,"cooccurrence,economic",0.193797,0.223857,0.215219,0.68,0.376051,0.597038,0.194077,,,0.223857,0.0,3,"{'cooccurrence': 0.2239, 'economic': 0.1622}",[cooccurrence] conditional co-bidding 2.73x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=1.10; bids=5
V0550,12.29132624623145,2,"economic,temporal",0.136965,0.17493,0.163674,0.68,0.094444,0.517964,0.035927,,,0.17493,0.0,2,"{'economic': 0.1749, 'temporal': 0.0945}",[economic] unusually compressed bid dispersion; compression=1.07; bids=9 | [temporal] vendor behavioral regime shift; procurement relevance=0.04; persistence=0.20
