vendor_a,vendor_b,shared_tenders,expected_conditional_shared,conditional_enrichment,weighted_market_overlap,market_count,market_concentration,shrunk_win_uplift,persistence,enrichment_signal,win_effect_signal,specialization_discount,breadth_signal,relationship_strength,context_adjusted_strength
V0035,V0308,3,1.7333,1.7308,0.1667,1,1.0,0.0,0.7,0.4189484911864458,0.0,0.44999999999999996,0.25,0.324131971915256,0.14585938736186518
V0216,V0220,3,1.7391,1.725,0.2,1,1.0,0.0,0.7,0.4180618059041901,0.0,0.44999999999999996,0.25,0.3238216320664665,0.14571973442990993
V0002,V0242,3,1.5,2.0,0.1875,1,1.0,0.0,0.6293,0.45815690999132613,0.0,0.44999999999999996,0.25,0.3237149184969641,0.14567171332363382
V0395,V0481,4,2.6984,1.4824,0.1739,1,1.0,0.0,0.7667,0.37917662396112767,0.0,0.44999999999999996,0.25,0.3235518183863947,0.1455983182738776
V0244,V0276,3,2.025,1.4815,0.2,1,1.0,0.0,0.7667,0.3790254004649273,0.0,0.44999999999999996,0.25,0.32349889016272454,0.14557450057322602
V0023,V0298,3,1.75,1.7143,0.1875,1,1.0,0.0,0.7,0.41642106082884556,0.0,0.44999999999999996,0.25,0.3232473712900959,0.14546131708054313
V0127,V0244,3,2.3824,1.2593,0.2,1,1.0,-0.0805,0.8333,0.3399043486340837,0.0,0.44999999999999996,0.25,0.32312652202192926,0.14540693490986814
V0001,V0053,3,2.2,1.3636,0.1304,1,1.0,-0.0669,0.8,0.3587253748098581,0.0,0.44999999999999996,0.25,0.32305388118345035,0.14537424653255265
V0117,V0188,3,1.8871,1.5897,0.1579,1,1.0,0.0,0.7333,0.39682385201766135,0.0,0.44999999999999996,0.25,0.32304834820618145,0.14537175669278163
V0502,V0509,3,2.0417,1.4694,0.1667,1,1.0,0.0,0.7667,0.3769869420095887,0.0,0.44999999999999996,0.25,0.32278542970335605,0.14525344336651022
V0460,V0481,3,2.2105,1.3571,0.2143,1,1.0,0.0,0.8,0.3575769382401408,0.0,0.44999999999999996,0.25,0.3226519283840493,0.14519336777282218
V0298,V0513,3,1.8958,1.5824,0.1765,1,1.0,0.0,0.7333,0.3956466363880549,0.0,0.44999999999999996,0.25,0.3226363227358192,0.14518634523111862
V0016,V0076,3,1.7627,1.7019,0.1667,1,1.0,0.0,0.7,0.4145115262146855,0.0,0.44999999999999996,0.25,0.3225790341751399,0.14516056537881294
V0047,V0209,3,2.2128,1.3558,0.1667,1,1.0,0.0,0.8,0.35734687092591744,0.0,0.44999999999999996,0.25,0.3225714048240711,0.14515713217083198
V0498,V0499,4,2.549,1.5692,0.2105,1,1.0,0.0,0.7333,0.3935094985613425,0.0,0.44999999999999996,0.25,0.3218883244964698,0.1448497460234114
V0010,V0505,3,1.9216,1.5612,0.1667,1,1.0,0.0,0.7333,0.3922089130960937,0.0,0.44999999999999996,0.25,0.32143311958363274,0.14464490381263473
V0012,V0452,3,1.9231,1.56,0.4286,1,1.0,0.0,0.7333,0.3920134749648479,0.0,0.44999999999999996,0.25,0.3213647162376967,0.1446141223069635
V0066,V0254,4,3.0,1.3333,0.2105,1,1.0,0.0,0.8,0.3533446953177762,0.0,0.44999999999999996,0.25,0.3211706433612217,0.14452678951254974
V0132,V0242,3,2.25,1.3333,0.1667,1,1.0,0.0,0.8,0.3533446953177762,0.0,0.44999999999999996,0.25,0.3211706433612217,0.14452678951254974
V0304,V0346,3,1.9286,1.5556,0.2,1,1.0,0.0,0.7333,0.39129608385734865,0.0,0.44999999999999996,0.25,0.321113629350072,0.14450113320753238
V0302,V0338,3,2.0833,1.44,0.1765,1,1.0,0.0,0.7667,0.3719920754771491,0.0,0.44999999999999996,0.25,0.32103722641700216,0.14446675188765096
V0302,V0383,3,2.0833,1.44,0.1765,1,1.0,0.0,0.7667,0.3719920754771491,0.0,0.44999999999999996,0.25,0.32103722641700216,0.14446675188765096
V0153,V0496,3,2.087,1.4375,0.1765,1,1.0,0.0,0.7667,0.37156456914404346,0.0,0.44999999999999996,0.25,0.3208875992004152,0.14439941964018682
V0248,V0340,3,1.8,1.6667,0.1429,1,1.0,0.0,0.7,0.4090427818346498,0.0,0.44999999999999996,0.25,0.3206649736421274,0.14429923813895731
V0080,V0507,3,1.4,2.1429,0.375,1,1.0,0.0,0.58,0.4775629501272032,0.0,0.44999999999999996,0.25,0.3206470325445211,0.14429116464503447
V0127,V0198,3,1.4194,2.1136,0.1875,1,1.0,0.0,0.5861,0.47365688814427714,0.0,0.44999999999999996,0.25,0.32049991085049695,0.1442249598827236
V0026,V0041,3,2.9333,1.0227,0.1875,1,1.0,-0.0191,0.9,0.29377148392091007,0.0,0.44999999999999996,0.25,0.3203200193723185,0.14414400871754332
V0308,V0396,3,1.95,1.5385,0.1579,1,1.0,0.0,0.7333,0.38849626419178657,0.0,0.44999999999999996,0.25,0.32013369246712525,0.14406016161020635
V0198,V0309,3,1.9516,1.5372,0.1579,1,1.0,0.0,0.7333,0.3882826415896997,0.0,0.44999999999999996,0.25,0.32005892455639484,0.14402651605037767
V0050,V0223,4,3.6,1.1111,0.2353,1,1.0,-0.0449,0.8667,0.3116104139887954,0.0,0.44999999999999996,0.25,0.31990364489607837,0.14395664020323526
V0220,V0496,4,2.6087,1.5333,0.2222,1,1.0,0.0,0.7333,0.3876411164354603,0.0,0.44999999999999996,0.25,0.31983439075241105,0.14392547583858495
V0264,V0498,3,1.9608,1.53,0.1765,1,1.0,0.0,0.7333,0.3870975155875705,0.0,0.44999999999999996,0.25,0.31964413045564966,0.14383985870504232
V0002,V0327,3,2.1176,1.4167,0.3333,1,1.0,0.0,0.7667,0.36799062211629613,0.0,0.44999999999999996,0.25,0.3196367177407037,0.14383652298331664
V0395,V0475,4,2.4286,1.6471,0.1818,1,1.0,0.0,0.7,0.40596631228712027,0.0,0.44999999999999996,0.25,0.31958820930049203,0.1438146941852214
V0263,V0328,3,1.8286,1.6406,0.1765,1,1.0,0.0,0.7,0.40494102268686183,0.0,0.44999999999999996,0.25,0.3192293579404016,0.1436532110731807
V0026,V0460,3,2.1333,1.4062,0.2308,1,1.0,0.0,0.7667,0.3661747656696426,0.0,0.44999999999999996,0.25,0.31900116798437494,0.14355052559296871
V0215,V0293,3,1.0638,2.82,0.25,1,1.0,0.0,0.4276,0.5589278388519431,0.0,0.44999999999999996,0.25,0.31864474359818007,0.14339013461918101
V0145,V0458,4,2.8571,1.4,0.2857,1,1.0,0.0,0.7667,0.36509882115586223,0.0,0.44999999999999996,0.25,0.3186245874045518,0.14338106433204828
V0335,V0488,3,2.1429,1.4,0.2143,1,1.0,0.0,0.7667,0.36509882115586223,0.0,0.44999999999999996,0.25,0.3186245874045518,0.14338106433204828
V0339,V0345,3,1.2,2.5,0.1875,1,1.0,0.0,0.4912,0.522442736639361,0.0,0.44999999999999996,0.25,0.31859495782377634,0.14336773102069933
V0243,V0529,3,1.4286,2.1,0.1667,1,1.0,0.0,0.5784,0.47183132821757545,0.0,0.44999999999999996,0.25,0.31832096487615136,0.1432444341942681
V0187,V0248,3,2.0,1.5,0.1364,1,1.0,0.0,0.7333,0.3821229151533518,0.0,0.44999999999999996,0.25,0.31790302030367307,0.14305635913665288
V0025,V0460,5,6.1333,0.8152,0.1923,1,1.0,-0.1291,0.9667,0.2486328995459956,0.0,0.44999999999999996,0.25,0.3178615148410984,0.1430376816784943
V0113,V0295,3,3.6842,0.8143,0.2143,1,1.0,-0.0217,0.9667,0.24842607813259174,0.0,0.44999999999999996,0.25,0.3177891273464071,0.14300510730588317
V0010,V0460,5,5.0667,0.9868,0.2273,1,1.0,-0.0828,0.9,0.28630328940507715,0.0,0.44999999999999996,0.25,0.317706151291777,0.14296776808129963
V0086,V0513,3,1.8621,1.6111,0.1667,1,1.0,0.0,0.7,0.40025584076723536,0.0,0.44999999999999996,0.25,0.31758954426853236,0.14291529492083954
V0015,V0242,3,1.875,1.6,0.1765,1,1.0,0.0,0.7,0.39847922295302907,0.0,0.44999999999999996,0.25,0.3169677280335601,0.14263547761510204
V0043,V0526,5,3.6429,1.3725,0.1852,1,1.0,0.0,0.7667,0.360292737261087,0.0,0.44999999999999996,0.25,0.31694245804138044,0.14262410611862117
V0141,V0481,4,2.6984,1.4824,0.1739,1,1.0,0.0,0.7333,0.37917662396112767,0.0,0.44999999999999996,0.25,0.31687181838639467,0.14259231827387758
V0295,V0407,3,2.5789,1.1633,0.2727,1,1.0,0.0,0.8333,0.3217967199660809,0.0,0.44999999999999996,0.25,0.31678885198812834,0.14255498339465775
V0275,V0363,3,1.8795,1.5962,0.1364,1,1.0,0.0,0.7,0.3978692682284541,0.0,0.44999999999999996,0.25,0.3167542438799589,0.14253940974598148
V0034,V0363,3,1.8795,1.5962,0.1364,1,1.0,0.0,0.7,0.3978692682284541,0.0,0.44999999999999996,0.25,0.3167542438799589,0.14253940974598148
V0175,V0215,3,1.8837,1.5926,0.2,1,1.0,0.0,0.7,0.39729059229181396,0.0,0.44999999999999996,0.25,0.31655170730213483,0.14244826828596066
V0302,V0513,4,2.7083,1.4769,0.2105,1,1.0,0.0,0.7333,0.37825162281451513,0.0,0.44999999999999996,0.25,0.3165480679850803,0.1424466305932861
V0396,V0495,3,2.0408,1.47,0.1765,1,1.0,0.0,0.7333,0.377088257730561,0.0,0.44999999999999996,0.25,0.3161408902056963,0.14226340059256332
V0047,V0501,3,2.2128,1.3558,0.1667,1,1.0,0.0,0.7667,0.35734687092591744,0.0,0.44999999999999996,0.25,0.3159114048240711,0.14216013217083198
V0223,V0460,4,3.2,1.25,0.25,1,1.0,0.0,0.8,0.33818416734687673,0.0,0.44999999999999996,0.25,0.3158644585714069,0.14213900635713309
V0198,V0244,3,1.7742,1.6909,0.1667,1,1.0,0.0,0.6667,0.4128102346156106,0.0,0.44999999999999996,0.25,0.31532358211546363,0.14189561195195863
V0191,V0339,3,2.2286,1.3462,0.1364,1,1.0,0.0,0.7667,0.35564397151267546,0.0,0.44999999999999996,0.25,0.3153153900294364,0.14189192551324636
V0129,V0417,3,2.234,1.3429,0.1579,1,1.0,0.0,0.7667,0.3550569901649108,0.0,0.44999999999999996,0.25,0.3151099465577188,0.14179947595097345
V0129,V0502,3,2.234,1.3429,0.1579,1,1.0,0.0,0.7667,0.3550569901649108,0.0,0.44999999999999996,0.25,0.3151099465577188,0.14179947595097345
V0141,V0529,5,4.0476,1.2353,0.1852,1,1.0,0.0,0.8,0.33545061636780293,0.0,0.44999999999999996,0.25,0.314907715728731,0.14170847207792894
V0043,V0421,3,2.4286,1.2353,0.125,1,1.0,0.0,0.8,0.33545061636780293,0.0,0.44999999999999996,0.25,0.314907715728731,0.14170847207792894
V0039,V0548,3,2.0741,1.4464,0.1304,1,1.0,0.0,0.7333,0.3730844988691404,0.0,0.44999999999999996,0.25,0.3147395746041991,0.1416328085718896
V0221,V0458,3,1.7857,1.68,0.25,1,1.0,0.0,0.6667,0.41111753532601364,0.0,0.44999999999999996,0.25,0.31473113736410474,0.14162901181384713
V0002,V0310,3,1.7647,1.7,0.375,1,1.0,0.0,0.661,0.4142181621848512,0.0,0.44999999999999996,0.25,0.3146763567646979,0.14160436054411404
V0184,V0258,3,1.931,1.5536,0.1579,1,1.0,0.0,0.7,0.3909695885839396,0.0,0.44999999999999996,0.25,0.3143393560043788,0.14145271020197045
V0256,V0495,3,2.449,1.225,0.1579,1,1.0,0.0,0.8,0.3335245390783386,0.0,0.44999999999999996,0.25,0.3142335886774185,0.1414051149048383
V0289,V0359,3,2.2609,1.3269,0.1667,1,1.0,0.0,0.7667,0.3521992470610197,0.0,0.44999999999999996,0.25,0.31410973647135687,0.14134938141211056
V0280,V0379,4,3.025,1.3223,0.2222,1,1.0,0.0,0.7667,0.35137400847092276,0.0,0.44999999999999996,0.25,0.31382090296482296,0.14121940633417032
V0025,V0307,5,5.3667,0.9317,0.2,1,1.0,-0.1132,0.9,0.2745743117720691,0.0,0.44999999999999996,0.25,0.31360100912022415,0.14112045410410085
V0231,V0308,4,3.0333,1.3187,0.1739,1,1.0,0.0,0.7667,0.35072702854838766,0.0,0.44999999999999996,0.25,0.3135944599919357,0.14111750699637104
V0025,V0308,3,1.95,1.5385,0.1579,1,1.0,0.0,0.7,0.38849626419178657,0.0,0.44999999999999996,0.25,0.31347369246712525,0.14106316161020635
V0066,V0195,5,4.125,1.2121,0.2381,1,1.0,0.0,0.8,0.33109965209960995,0.0,0.44999999999999996,0.25,0.3133848782348635,0.14102319520568857
V0263,V0492,3,2.2857,1.3125,0.1667,1,1.0,0.0,0.7667,0.34961042707511725,0.0,0.44999999999999996,0.25,0.31320364947629104,0.14094164226433095
V0152,V0336,4,2.8167,1.4201,0.1818,1,1.0,0.0,0.7333,0.3685769231270415,0.0,0.44999999999999996,0.25,0.31316192309446444,0.14092286539250898
V0062,V0063,3,1.9592,1.5312,0.1579,1,1.0,0.0,0.7,0.3872952706176371,0.0,0.44999999999999996,0.25,0.31305334471617297,0.14087400512227782
V0047,V0129,5,4.1489,1.2051,0.2174,1,1.0,0.0,0.8,0.3297778966057781,0.0,0.44999999999999996,0.25,0.31292226381202237,0.14081501871541005
V0304,V0525,3,1.9286,1.5556,0.2,1,1.0,0.0,0.6918,0.39129608385734865,0.0,0.44999999999999996,0.25,0.312813629350072,0.1407661332075324
V0113,V0407,4,3.6842,1.0857,0.3077,1,1.0,0.0016,0.8333,0.30656240022633563,0.002666666666666667,0.44999999999999996,0.25,0.3122568400792175,0.14051557803564788
V0359,V0418,3,1.9783,1.5165,0.1765,1,1.0,0.0,0.7,0.3848662857395265,0.0,0.44999999999999996,0.25,0.3122032000088342,0.1404914400039754
V0421,V0525,3,2.1429,1.4,0.1875,1,1.0,0.0,0.7333,0.36509882115586223,0.0,0.44999999999999996,0.25,0.3119445874045518,0.1403750643320483
V0438,V0525,3,2.1429,1.4,0.1875,1,1.0,0.0,0.7333,0.36509882115586223,0.0,0.44999999999999996,0.25,0.3119445874045518,0.1403750643320483
V0221,V0335,3,2.1429,1.4,0.2143,1,1.0,0.0,0.7333,0.36509882115586223,0.0,0.44999999999999996,0.25,0.3119445874045518,0.1403750643320483
V0469,V0529,3,2.1429,1.4,0.1429,1,1.0,0.0,0.7333,0.36509882115586223,0.0,0.44999999999999996,0.25,0.3119445874045518,0.1403750643320483
V0249,V0270,4,2.8644,1.3964,0.1818,1,1.0,0.0,0.7333,0.3644728029375957,0.0,0.44999999999999996,0.25,0.31172548102815845,0.14027646646267128
V0026,V0113,4,3.6842,1.0857,0.3077,1,1.0,0.0,0.8333,0.30656240022633563,0.0,0.44999999999999996,0.25,0.3114568400792175,0.14015557803564785
V0431,V0452,3,2.1569,1.3909,0.1667,1,1.0,0.0,0.7333,0.3635145679567158,0.0,0.44999999999999996,0.25,0.31139009878485047,0.1401255444531827
V0248,V0335,3,2.0,1.5,0.1364,1,1.0,0.0,0.7,0.3821229151533518,0.0,0.44999999999999996,0.25,0.31124302030367307,0.14005935913665288
V0144,V0434,3,2.0167,1.4876,0.1579,1,1.0,0.0,0.7,0.38004928763385,0.0,0.44999999999999996,0.25,0.31051725067184743,0.13973276280233132
V0159,V0421,4,2.619,1.5273,0.2353,1,1.0,0.0,0.6878,0.3866522236081248,0.0,0.44999999999999996,0.25,0.31038827826284365,0.13967472521827964
V0302,V0502,4,2.9167,1.3714,0.2,1,1.0,0.0,0.7333,0.3600993370465849,0.0,0.44999999999999996,0.25,0.3101947679663047,0.1395876455848371
V0061,V0367,4,3.4375,1.1636,0.1818,1,1.0,0.0,0.8,0.3218545487662047,0.0,0.44999999999999996,0.25,0.31014909206817165,0.13956709143067722
V0024,V0275,3,2.1928,1.3681,0.125,1,1.0,0.0,0.7333,0.3595185976799449,0.0,0.44999999999999996,0.25,0.3099915091879807,0.1394961791345913
V0308,V0434,3,2.3833,1.2587,0.1429,1,1.0,0.0,0.7667,0.33979358305802104,0.0,0.44999999999999996,0.25,0.3097677540703074,0.1393954893316383
V0119,V0499,3,2.0392,1.4712,0.1667,1,1.0,0.0,0.7,0.37729081536010345,0.0,0.44999999999999996,0.25,0.30955178537603617,0.13929830341921626
V0367,V0513,3,2.9792,1.007,0.1429,1,1.0,0.0072,0.8333,0.2905218913089616,0.012,0.44999999999999996,0.25,0.3094426619581366,0.13924919788116144
V0502,V0513,4,3.7917,1.0549,0.1739,1,1.0,-0.0269,0.8333,0.30035806531415954,0.0,0.44999999999999996,0.25,0.30928532285995586,0.13917839528698012
V0047,V0174,3,2.2128,1.3558,0.1667,1,1.0,0.0,0.7333,0.35734687092591744,0.0,0.44999999999999996,0.25,0.3092314048240711,0.13915413217083197
V0132,V0319,3,2.4,1.25,0.1579,1,1.0,0.0,0.7667,0.33818416734687673,0.0,0.44999999999999996,0.25,0.3092044585714069,0.13914200635713309
V0320,V0339,3,2.0571,1.4583,0.1429,1,1.0,0.0,0.7,0.37510814769409,0.0,0.44999999999999996,0.25,0.30878785169293144,0.13895453326181914
V0141,V0204,4,2.9683,1.3476,0.1667,1,1.0,0.0,0.7333,0.35589274451762126,0.0,0.44999999999999996,0.25,0.30872246058116737,0.1389251072615253
V0406,V0481,3,2.0635,1.4538,0.15,1,1.0,0.0,0.7,0.3743440564555566,0.0,0.44999999999999996,0.25,0.3085204197594448,0.13883418889175014
V0129,V0454,4,3.5106,1.1394,0.1818,1,1.0,0.0,0.8,0.31716373292748173,0.0,0.44999999999999996,0.25,0.3085073065246186,0.13882828793607835
V0016,V0060,3,2.4237,1.2378,0.1429,1,1.0,0.0,0.7667,0.3359167723165258,0.0,0.44999999999999996,0.25,0.308410870310784,0.1387848916398528
V0113,V0513,3,2.069,1.45,0.1579,1,1.0,0.0,0.7,0.3736977318074825,0.0,0.44999999999999996,0.25,0.3082942061326188,0.13873239275967847
V0014,V0127,3,2.6471,1.1333,0.1875,1,1.0,0.0,0.8,0.31597296394484964,0.0,0.44999999999999996,0.25,0.30809053738069736,0.1386407418213138
V0023,V0384,4,3.0,1.3333,0.2,1,1.0,0.0,0.7333,0.3533446953177762,0.0,0.44999999999999996,0.25,0.3078306433612216,0.1385237895125497
V0340,V0496,3,2.087,1.4375,0.1765,1,1.0,0.0,0.7,0.37156456914404346,0.0,0.44999999999999996,0.25,0.3075475992004152,0.1383964196401868
V0359,V0429,3,2.2609,1.3269,0.1667,1,1.0,0.0,0.7333,0.3521992470610197,0.0,0.44999999999999996,0.25,0.30742973647135685,0.13834338141211058
V0195,V0242,5,4.125,1.2121,0.2381,1,1.0,-0.0076,0.7667,0.33109965209960995,0.0,0.44999999999999996,0.25,0.3067248782348635,0.13802619520568857
V0033,V0528,3,2.2807,1.3154,0.15,1,1.0,0.0,0.7333,0.3501330805868302,0.0,0.44999999999999996,0.25,0.3067065782053905,0.1380179601924257
V0063,V0424,3,2.2857,1.3125,0.15,1,1.0,0.0,0.7333,0.34961042707511725,0.0,0.44999999999999996,0.25,0.30652364947629096,0.13793564226433092
V0254,V0523,3,2.1176,1.4167,0.3333,1,1.0,0.0,0.7,0.36799062211629613,0.0,0.44999999999999996,0.25,0.3062967177407036,0.1378335229833166
V0123,V0278,3,1.4412,2.0816,0.2727,1,1.0,0.0,0.5225,0.46934866396740416,0.0,0.44999999999999996,0.25,0.3062720323885914,0.13782241457486613
V0062,V0129,6,5.4255,1.1059,0.2308,1,1.0,0.0,0.8,0.31058192476207364,0.0,0.44999999999999996,0.25,0.3062036736667258,0.1377916531500266
V0120,V0483,4,3.3433,1.1964,0.1538,1,1.0,0.0,0.7667,0.3281292829375126,0.0,0.44999999999999996,0.25,0.30568524902812944,0.13755836206265823
V0041,V0277,4,4.4,0.9091,0.2105,1,1.0,-0.073,0.8667,0.2696664588123775,0.0,0.44999999999999996,0.25,0.30522326058433213,0.13735046726294944
V0172,V0332,4,3.1045,1.2885,0.16,1,1.0,0.0,0.7333,0.34525969107291127,0.0,0.44999999999999996,0.25,0.30500089187551893,0.1372504013439835
V0378,V0452,3,2.1569,1.3909,0.1667,1,1.0,0.0,0.7,0.3635145679567158,0.0,0.44999999999999996,0.25,0.30473009878485047,0.1371285444531827
V0247,V0496,3,2.3478,1.2778,0.1667,1,1.0,0.0,0.7333,0.3433052619922881,0.0,0.44999999999999996,0.25,0.3043168416973008,0.13694257876378535
V0062,V0162,3,2.1702,1.3824,0.15,1,1.0,0.0,0.7,0.36202931495607615,0.0,0.44999999999999996,0.25,0.3042102602346266,0.13689461710558196
V0144,V0231,3,2.5667,1.1688,0.1364,1,1.0,0.0,0.7667,0.3228556426064634,0.0,0.44999999999999996,0.25,0.30383947491226215,0.13672776371051795
V0219,V0242,3,3.375,0.8889,0.1429,1,1.0,-0.1256,0.8667,0.26523036942869654,0.0,0.44999999999999996,0.25,0.3036706293000438,0.1366517831850197
V0066,V0242,6,5.625,1.0667,0.25,1,1.0,0.0,0.8,0.302745970818787,0.0,0.44999999999999996,0.25,0.3034610897865755,0.13655749040395895
V0063,V0215,3,1.3061,2.2969,0.1765,1,1.0,0.0,0.4584,0.4975124003784405,0.0,0.44999999999999996,0.25,0.30330934013245414,0.13648920305960435
V0047,V0062,5,4.7021,1.0633,0.2,1,1.0,0.0,0.8,0.3020593313751243,0.0,0.44999999999999996,0.25,0.3032207659812935,0.13644934469158207
V0242,V0280,4,4.125,0.9697,0.1818,1,1.0,0.0,0.8333,0.2826984374919831,0.0,0.44999999999999996,0.25,0.3031044531221941,0.13639700390498732
V0053,V0121,3,2.2,1.3636,0.1304,1,1.0,0.0,0.7,0.3587253748098581,0.0,0.44999999999999996,0.25,0.30305388118345034,0.13637424653255265
V0054,V0483,3,2.3881,1.2563,0.1304,1,1.0,0.0,0.7333,0.33935022632106127,0.0,0.44999999999999996,0.25,0.3029325792123714,0.1363196606455671
V0115,V0228,3,1.6071,1.8667,0.2727,1,1.0,0.0,0.5553,0.4392024765959333,0.0,0.44999999999999996,0.25,0.30228086680857663,0.13602639006385947
V0329,V0481,3,2.2222,1.35,0.1429,1,1.0,0.0,0.7,0.35631886757045705,0.0,0.44999999999999996,0.25,0.30221160364965993,0.13599522164234695
V0023,V0502,4,3.5,1.1429,0.1818,1,1.0,0.0,0.7667,0.31784542906974,0.0,0.44999999999999996,0.25,0.302085900174409,0.13593865507848404
V0384,V0502,4,3.5,1.1429,0.1818,1,1.0,0.0,0.7667,0.31784542906974,0.0,0.44999999999999996,0.25,0.302085900174409,0.13593865507848404
V0113,V0307,3,2.6316,1.14,0.25,1,1.0,0.0,0.7667,0.31728067429145523,0.0,0.44999999999999996,0.25,0.3018882360020093,0.13584970620090417
V0262,V0329,3,1.2632,2.375,0.2,1,1.0,0.0,0.4337,0.507276251020315,0.0,0.44999999999999996,0.25,0.3017866878571102,0.13580400953569957
V0129,V0177,3,2.234,1.3429,0.1579,1,1.0,0.0,0.7,0.3550569901649108,0.0,0.44999999999999996,0.25,0.3017699465577187,0.1357964759509734
V0395,V0529,5,4.0476,1.2353,0.1852,1,1.0,0.0,0.7333,0.33545061636780293,0.0,0.44999999999999996,0.25,0.301567715728731,0.13570547207792893
V0022,V0141,4,3.2381,1.2353,0.16,1,1.0,0.0,0.7333,0.33545061636780293,0.0,0.44999999999999996,0.25,0.301567715728731,0.13570547207792893
V0062,V0209,3,2.8936,1.0368,0.1364,1,1.0,0.0,0.8,0.29666848126808165,0.0,0.44999999999999996,0.25,0.3013339684438286,0.13560028579972286
V0204,V0329,3,2.4444,1.2273,0.1364,1,1.0,0.0,0.7333,0.33395540608442453,0.0,0.44999999999999996,0.25,0.30104439212954853,0.13546997645829684
V0335,V0425,3,1.7143,1.75,0.2308,1,1.0,0.0,0.5788,0.42187034736422424,0.0,0.44999999999999996,0.25,0.30091462157747845,0.13541157970986528
V0338,V0502,3,2.9167,1.0286,0.1429,1,1.0,0.0,0.8,0.2949861522243537,0.0,0.44999999999999996,0.25,0.3007451532785238,0.1353353189753357
V0202,V0406,3,2.2698,1.3217,0.1429,1,1.0,0.0,0.7,0.3512662481624616,0.0,0.44999999999999996,0.25,0.3004431868568615,0.13519943408558766
V0313,V0483,4,3.5821,1.1167,0.1481,1,1.0,0.0,0.7667,0.3127151884614605,0.0,0.44999999999999996,0.25,0.3002903159615112,0.13513064218268
V0309,V0546,3,2.4706,1.2143,0.1875,1,1.0,0.0,0.7333,0.3315141972544446,0.0,0.44999999999999996,0.25,0.3001899690390556,0.135085486067575
V0022,V0406,3,2.4762,1.2115,0.1364,1,1.0,0.0,0.7333,0.33098652277671053,0.0,0.44999999999999996,0.25,0.30000528297184864,0.13500237733733186
V0063,V0433,3,2.2857,1.3125,0.15,1,1.0,0.0,0.7,0.34961042707511725,0.0,0.44999999999999996,0.25,0.29986364947629096,0.13493864226433092
V0063,V0502,3,2.2857,1.3125,0.15,1,1.0,0.0,0.7,0.34961042707511725,0.0,0.44999999999999996,0.25,0.29986364947629096,0.13493864226433092
V0302,V0367,3,2.2917,1.3091,0.1667,1,1.0,0.0,0.7,0.34899682555761574,0.0,0.44999999999999996,0.25,0.29964888894516545,0.13484200002532443
V0184,V0307,4,3.9474,1.0133,0.25,1,1.0,-0.0012,0.8,0.29182891129082583,0.0,0.44999999999999996,0.25,0.29964011895178905,0.13483805352830505
V0132,V0276,3,3.6,0.8333,0.1364,1,1.0,-0.0845,0.8667,0.2527706812147373,0.0,0.44999999999999996,0.25,0.29930973842515807,0.13468938229132113
V0329,V0529,4,3.3333,1.2,0.16,1,1.0,0.0,0.7333,0.32881225852876034,0.0,0.44999999999999996,0.25,0.29924429048506607,0.13465993071827972
V0023,V0383,3,2.5,1.2,0.1579,1,1.0,0.0,0.7333,0.32881225852876034,0.0,0.44999999999999996,0.25,0.29924429048506607,0.13465993071827972
V0010,V0264,3,2.7451,1.0929,0.1429,1,1.0,0.0,0.7667,0.307999549601638,0.0,0.44999999999999996,0.25,0.2986398423605733,0.13438792906225797
V0091,V0525,3,1.2,2.5,0.1875,1,1.0,0.0,0.391,0.522442736639361,0.0,0.44999999999999996,0.25,0.29855495782377633,0.13434973102069933
V0016,V0379,3,2.75,1.0909,0.1667,1,1.0,0.0,0.7667,0.30760083797757326,0.0,0.44999999999999996,0.25,0.29850029329215066,0.13432513198146778
V0060,V0076,3,1.4915,2.0114,0.1875,1,1.0,0.0,0.4995,0.4597386297109993,0.0,0.44999999999999996,0.25,0.29830852039884975,0.13423883417948237
V0132,V0151,4,3.2,1.25,0.2,1,1.0,0.0,0.712,0.33818416734687673,0.0,0.44999999999999996,0.25,0.2982644585714068,0.13421900635713305
V0062,V0079,3,2.5319,1.1849,0.1429,1,1.0,0.0,0.7333,0.32594003156682533,0.0,0.44999999999999996,0.25,0.2982390110483888,0.13420755497177494
V0010,V0431,3,3.0196,0.9935,0.1364,1,1.0,0.0,0.8,0.2877072638097998,0.0,0.44999999999999996,0.25,0.29819754233342993,0.13418889405004344
V0041,V0295,4,5.1333,0.7792,0.1905,1,1.0,0.0061,0.8667,0.240278977822804,0.010166666666666668,0.44999999999999996,0.25,0.2979876422379814,0.13409443900709161
V0331,V0529,3,1.9048,1.575,0.15,1,1.0,0.0,0.6117,0.39444989313977935,0.0,0.44999999999999996,0.25,0.29789746259892275,0.13405385816951523
V0047,V0091,3,2.5455,1.1786,0.1304,1,1.0,0.0,0.7333,0.3247358120680045,0.0,0.44999999999999996,0.25,0.2978175342238015,0.1340178904007107
V0129,V0174,3,2.5532,1.175,0.15,1,1.0,0.0,0.7333,0.32404612217857465,0.0,0.44999999999999996,0.25,0.2975761427625011,0.1339092642431255
V0129,V0485,3,2.5532,1.175,0.15,1,1.0,0.0,0.7333,0.32404612217857465,0.0,0.44999999999999996,0.25,0.2975761427625011,0.1339092642431255
V0066,V0379,3,4.125,0.7273,0.1304,1,1.0,-0.0028,0.9,0.227933013554533,0.0,0.44999999999999996,0.25,0.29727655474408654,0.13377444963483892
