vendor_a,vendor_b,observed_shared_tenders,vendor_a_tenders,vendor_b_tenders,expected_shared_tenders,enrichment_ratio,p_value,surprise_score,dominant_category,category_share,dominant_region,region_share,context_concentration,contextual_adjustment,contextual_enrichment
V0080,V0507,4,39,16,0.25,16.026,8.053057107927082e-05,4.094,ELECTRICAL_EQUIPMENT,1.0,KA-BENGALURU,0.71,0.884,0.602,9.652
V0141,V0354,3,28,17,0.19,15.756,0.000770786910095889,3.113,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.654,0.862,0.612,9.648
V0255,V0478,6,33,30,0.396,15.152,1.5593744596926727e-06,5.807,WATER_INFRASTRUCTURE,1.0,KA-SOUTH,0.522,0.809,0.636,9.638
V0032,V0263,4,14,49,0.274,14.577,0.00011297865867027403,3.947,VEHICLE_SUPPLIES,1.0,KA-CENTRAL,0.385,0.754,0.661,9.632
V0356,V0366,4,23,30,0.276,14.493,0.00012748969235238934,3.895,WATER_INFRASTRUCTURE,1.0,KA-BENGALURU,0.367,0.747,0.664,9.623
V0153,V0387,8,36,35,0.504,15.873,1.4501476137716891e-08,7.839,WATER_INFRASTRUCTURE,0.794,KA-NORTH,1.0,0.876,0.606,9.615
V0387,V0496,6,35,26,0.364,16.484,9.072032863062171e-07,6.042,WATER_INFRASTRUCTURE,1.0,KA-NORTH,0.816,0.927,0.583,9.611
V0096,V0141,3,17,28,0.19,15.756,0.000770786910095889,3.113,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.667,0.867,0.61,9.611
V0161,V0492,3,34,14,0.19,15.756,0.0007556588783580017,3.122,VEHICLE_SUPPLIES,1.0,KA-NORTH,0.667,0.867,0.61,9.611
V0141,V0536,4,28,22,0.246,16.234,8.027193887509039e-05,4.095,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.769,0.908,0.592,9.603
V0204,V0329,4,23,27,0.248,16.103,8.31561969535215e-05,4.08,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.743,0.897,0.596,9.602
V0502,V0507,5,53,16,0.339,14.741,1.2947235395767972e-05,4.888,ELECTRICAL_EQUIPMENT,1.0,KA-NORTH,0.442,0.777,0.65,9.589
V0281,V0316,3,40,13,0.208,14.423,0.0009717103473163854,3.012,BUILDING_CONSTRUCTION,1.0,KA-SOUTH,0.375,0.75,0.662,9.555
V0022,V0331,3,24,18,0.173,17.361,0.0005775162363505987,3.238,MEDICAL_SUPPLIES,1.0,KA-NORTH,1.0,1.0,0.55,9.549
V0202,V0529,3,18,24,0.173,17.361,0.0005775162363505987,3.238,MEDICAL_SUPPLIES,1.0,KA-NORTH,1.0,1.0,0.55,9.549
V0145,V0337,3,18,24,0.173,17.361,0.0005775162363505987,3.238,VEHICLE_SUPPLIES,1.0,KA-NORTH,1.0,1.0,0.55,9.549
V0469,V0536,4,31,22,0.273,14.663,0.0001212308008412849,3.916,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.444,0.778,0.65,9.531
V0259,V0521,4,39,17,0.265,15.083,0.00010412997170567269,3.982,IT_SERVICES,1.0,KA-NORTH,0.548,0.819,0.631,9.522
V0019,V0371,4,23,31,0.285,14.025,0.0001454840054468145,3.837,WATER_INFRASTRUCTURE,1.0,KA-NORTH,0.286,0.714,0.679,9.517
V0177,V0256,3,13,40,0.208,14.423,0.0009717103473163854,3.012,ELECTRICAL_EQUIPMENT,1.0,KA-CENTRAL,0.391,0.757,0.66,9.513
V0377,V0453,4,24,32,0.307,13.021,0.0001965257648095554,3.707,VEHICLE_SUPPLIES,0.778,KA-NORTH,0.333,0.6,0.73,9.505
V0180,V0472,3,14,37,0.207,14.479,0.0009714722033594367,3.013,VEHICLE_SUPPLIES,1.0,KA-NORTH,0.409,0.764,0.656,9.503
V0097,V0451,3,17,31,0.211,14.231,0.0010443000551912393,2.981,BUILDING_CONSTRUCTION,1.0,KA-SOUTH,0.346,0.738,0.668,9.502
V0054,V0356,4,33,23,0.304,13.175,0.0001868990643090379,3.728,WATER_INFRASTRUCTURE,0.567,KA-BENGALURU,0.7,0.62,0.721,9.499
V0189,V0263,3,10,49,0.196,15.306,0.0007712604685223646,3.113,VEHICLE_SUPPLIES,1.0,KA-SOUTH,0.609,0.843,0.62,9.496
V0204,V0431,3,23,23,0.212,14.178,0.0010690517304637796,2.971,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.346,0.738,0.668,9.467
V0114,V0357,3,31,17,0.211,14.231,0.0010443000551912393,2.981,ROAD_CONSTRUCTION,1.0,KA-CENTRAL,0.36,0.744,0.665,9.466
V0114,V0401,3,31,16,0.198,15.121,0.0008672814090353165,3.062,WATER_INFRASTRUCTURE,1.0,KA-NORTH,0.583,0.833,0.625,9.451
V0376,V0511,3,27,18,0.194,15.432,0.0008233693542797998,3.084,ROAD_CONSTRUCTION,1.0,KA-CENTRAL,0.655,0.862,0.612,9.445
V0033,V0528,4,25,25,0.25,16.0,8.551705884819527e-05,4.068,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.778,0.911,0.59,9.44
V0079,V0098,3,30,16,0.192,15.625,0.0007864260917252611,3.104,ELECTRICAL_EQUIPMENT,1.0,KA-BENGALURU,0.704,0.881,0.603,9.427
V0060,V0270,3,18,27,0.194,15.432,0.0008233693542797998,3.084,BUILDING_CONSTRUCTION,1.0,KA-SOUTH,0.667,0.867,0.61,9.414
V0161,V0221,3,34,15,0.204,14.706,0.0009358092391522028,3.029,VEHICLE_SUPPLIES,1.0,TN-NORTH,0.5,0.8,0.64,9.412
V0192,V0538,3,22,22,0.194,15.496,0.0008178947458082251,3.087,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.682,0.873,0.607,9.41
V0397,V0402,4,24,29,0.278,14.368,0.0001323344268710297,3.878,VEHICLE_SUPPLIES,1.0,KA-NORTH,0.419,0.768,0.655,9.404
V0098,V0509,4,16,42,0.269,14.881,0.0001083214959715155,3.965,ELECTRICAL_EQUIPMENT,1.0,KA-BENGALURU,0.545,0.818,0.632,9.402
V0025,V0144,25,61,68,1.659,15.068,2.4907398644122487e-25,24.604,LAB_EQUIPMENT,0.913,KA-CENTRAL,0.719,0.836,0.624,9.401
V0014,V0278,6,46,22,0.405,14.822,1.6614159200844846e-06,5.78,FURNITURE,1.0,KA-NORTH,0.532,0.813,0.634,9.401
V0002,V0278,3,22,22,0.194,15.496,0.0008178947458082251,3.087,FURNITURE,1.0,KA-SOUTH,0.692,0.877,0.605,9.381
V0376,V0487,3,27,18,0.194,15.432,0.0008233693542797998,3.084,ROAD_CONSTRUCTION,1.0,KA-CENTRAL,0.679,0.871,0.608,9.38
V0032,V0245,3,14,38,0.213,14.098,0.001051245282835975,2.978,VEHICLE_SUPPLIES,1.0,KA-SOUTH,0.36,0.744,0.665,9.378
V0192,V0452,3,22,20,0.176,17.045,0.0006124160032287641,3.213,MEDICAL_SUPPLIES,1.0,KA-SOUTH,1.0,1.0,0.55,9.375
V0076,V0412,3,22,20,0.176,17.045,0.0006124160032287641,3.213,BUILDING_CONSTRUCTION,1.0,KA-SOUTH,1.0,1.0,0.55,9.375
V0042,V0358,5,49,17,0.333,15.006,1.2189192430155165e-05,4.914,ROAD_CONSTRUCTION,1.0,KA-NORTH,0.585,0.834,0.625,9.373
V0208,V0317,5,25,35,0.35,14.286,1.7395548534338132e-05,4.76,ELECTRICAL_EQUIPMENT,1.0,KA-CENTRAL,0.414,0.766,0.656,9.365
V0096,V0469,3,17,31,0.211,14.231,0.0010443000551912393,2.981,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.4,0.76,0.658,9.364
V0431,V0447,3,23,20,0.184,16.304,0.0007006842370226003,3.154,MEDICAL_SUPPLIES,1.0,KA-SOUTH,0.867,0.947,0.574,9.358
V0012,V0329,3,19,27,0.205,14.62,0.0009707212202398751,3.013,MEDICAL_SUPPLIES,1.0,KA-BENGALURU,0.5,0.8,0.64,9.357
V0262,V0528,4,26,25,0.26,15.385,0.00010038473318500737,3.998,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.679,0.871,0.608,9.352
V0245,V0397,5,38,24,0.365,13.706,2.132225329143729e-05,4.671,VEHICLE_SUPPLIES,0.824,KA-NORTH,0.529,0.706,0.682,9.352
V0326,V0402,5,27,29,0.313,15.964,9.90651016629362e-06,5.004,VEHICLE_SUPPLIES,1.0,KA-SOUTH,0.806,0.923,0.585,9.336
V0004,V0411,3,26,17,0.177,16.968,0.0006169170443165512,3.21,BUILDING_CONSTRUCTION,1.0,KA-CENTRAL,1.0,1.0,0.55,9.332
V0452,V0499,3,20,25,0.2,15.0,0.0009007158789399294,3.045,MEDICAL_SUPPLIES,1.0,KA-SOUTH,0.6,0.84,0.622,9.33
V0271,V0371,4,24,31,0.298,13.441,0.00017307116894139658,3.762,WATER_INFRASTRUCTURE,0.774,AP-SOUTH,0.548,0.684,0.692,9.305
V0203,V0219,4,15,45,0.27,14.815,0.00010831215617380847,3.965,FURNITURE,1.0,KA-CENTRAL,0.567,0.827,0.628,9.304
V0027,V0501,4,32,21,0.269,14.881,0.00011372283597803553,3.944,ELECTRICAL_EQUIPMENT,1.0,KA-NORTH,0.586,0.834,0.624,9.293
V0249,V0412,5,37,20,0.296,16.892,7.096287210939747e-06,5.149,BUILDING_CONSTRUCTION,1.0,KA-SOUTH,1.0,1.0,0.55,9.291
V0351,V0469,3,17,31,0.211,14.231,0.0010443000551912393,2.981,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.429,0.771,0.653,9.291
V0002,V0007,5,22,39,0.343,14.569,1.5404509475922896e-05,4.812,FURNITURE,1.0,KA-BENGALURU,0.514,0.805,0.638,9.289
V0144,V0223,16,68,45,1.224,13.072,5.0187032206064545e-15,14.299,LAB_EQUIPMENT,0.721,KA-CENTRAL,0.529,0.644,0.71,9.283
V0070,V0396,5,17,51,0.347,14.418,1.4894336076540024e-05,4.827,IT_SERVICES,1.0,TN-NORTH,0.484,0.794,0.643,9.269
V0100,V0389,3,26,19,0.198,15.182,0.0008670291664161184,3.062,ROAD_CONSTRUCTION,1.0,KA-NORTH,0.667,0.867,0.61,9.261
V0197,V0326,4,25,27,0.27,14.815,0.0001170490074434377,3.932,VEHICLE_SUPPLIES,0.833,TN-NORTH,0.833,0.833,0.625,9.259
V0054,V0487,4,33,18,0.238,16.835,6.766997920347997e-05,4.17,ROAD_CONSTRUCTION,1.0,KA-CENTRAL,1.0,1.0,0.55,9.259
V0136,V0540,3,24,21,0.202,14.881,0.0009236264656832742,3.035,MEDICAL_SUPPLIES,1.0,KA-BENGALURU,0.6,0.84,0.622,9.256
V0345,V0426,6,27,40,0.432,13.889,2.6329887949418336e-06,5.58,WATER_INFRASTRUCTURE,0.689,KA-SOUTH,0.822,0.742,0.666,9.25
V0174,V0434,4,18,38,0.274,14.62,0.00011934284472634157,3.923,ELECTRICAL_EQUIPMENT,1.0,KA-SOUTH,0.542,0.817,0.633,9.247
V0224,V0426,9,42,40,0.672,13.393,8.101819931651956e-09,8.091,WATER_INFRASTRUCTURE,0.621,KA-SOUTH,0.788,0.688,0.69,9.247
V0219,V0388,5,45,19,0.342,14.62,1.4519732273150768e-05,4.838,FURNITURE,1.0,KA-CENTRAL,0.543,0.817,0.632,9.242
V0056,V0062,4,17,40,0.272,14.706,0.00011521526513278388,3.938,ELECTRICAL_EQUIPMENT,1.0,KA-CENTRAL,0.567,0.827,0.628,9.235
V0065,V0362,4,26,26,0.27,14.793,0.0001177994353678026,3.929,CIVIL_MAINTENANCE,1.0,KA-NORTH,0.588,0.835,0.624,9.233
V0003,V0239,3,40,13,0.208,14.423,0.0009717103473163854,3.012,VEHICLE_SUPPLIES,1.0,AP-SOUTH,0.5,0.8,0.64,9.231
V0382,V0469,3,16,31,0.198,15.121,0.0008672814090353165,3.062,MEDICAL_SUPPLIES,1.0,KA-BENGALURU,0.667,0.867,0.61,9.224
V0278,V0413,5,22,40,0.352,14.205,1.750459315500311e-05,4.757,FURNITURE,1.0,KA-NORTH,0.45,0.78,0.649,9.219
V0035,V0087,3,24,22,0.211,14.205,0.0010627301742178745,2.974,IT_SERVICES,1.0,KA-CENTRAL,0.45,0.78,0.649,9.219
V0445,V0526,3,16,28,0.179,16.741,0.0006395560487029986,3.194,ROAD_CONSTRUCTION,1.0,KA-SOUTH,1.0,1.0,0.55,9.208
V0262,V0540,3,26,21,0.218,13.736,0.001173695972765275,2.93,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.333,0.733,0.67,9.203
V0233,V0403,3,16,34,0.218,13.787,0.0011410819455702353,2.943,IT_SERVICES,1.0,KA-NORTH,0.348,0.739,0.667,9.201
V0134,V0502,5,15,53,0.318,15.723,9.046059002284147e-06,5.044,IT_SERVICES,1.0,KA-NORTH,0.805,0.922,0.585,9.2
V0065,V0337,3,26,24,0.25,12.019,0.0017494813137992722,2.757,CIVIL_MAINTENANCE,0.609,KA-NORTH,0.391,0.522,0.765,9.197
V0430,V0464,4,20,33,0.264,15.152,0.00010516350067524888,3.978,ROAD_CONSTRUCTION,1.0,AP-SOUTH,0.686,0.874,0.607,9.191
V0159,V0320,8,40,40,0.64,12.5,1.0932071842505037e-07,6.961,WATER_INFRASTRUCTURE,0.574,KA-SOUTH,0.611,0.589,0.735,9.188
V0198,V0364,4,21,31,0.26,15.361,0.00010005411267620306,4.0,BUILDING_CONSTRUCTION,1.0,KA-NORTH,0.735,0.894,0.598,9.18
V0223,V0355,17,45,69,1.242,13.688,2.420887948782288e-16,15.616,LAB_EQUIPMENT,1.0,KA-CENTRAL,0.331,0.732,0.67,9.177
V0020,V0481,30,85,64,2.176,13.787,2.3427002992551757e-29,28.63,LAB_EQUIPMENT,0.866,KA-NORTH,0.563,0.745,0.665,9.168
V0409,V0499,3,18,25,0.18,16.667,0.0006533109193174875,3.185,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,1.0,1.0,0.55,9.167
V0152,V0465,3,25,18,0.18,16.667,0.0006533109193174875,3.185,IT_SERVICES,1.0,KA-CENTRAL,1.0,1.0,0.55,9.167
V0033,V0164,4,25,24,0.24,16.667,7.232154348324958e-05,4.141,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,1.0,1.0,0.55,9.167
V0251,V0313,3,19,28,0.213,14.098,0.0010819840938122844,2.966,WATER_INFRASTRUCTURE,1.0,KA-SOUTH,0.444,0.778,0.65,9.164
V0200,V0431,4,30,23,0.276,14.493,0.00012748969235238934,3.895,MEDICAL_SUPPLIES,1.0,KA-SOUTH,0.545,0.818,0.632,9.157
V0202,V0329,3,18,27,0.194,15.432,0.0008233693542797998,3.084,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.76,0.904,0.593,9.154
V0141,V0200,5,28,30,0.336,14.881,1.4245249847348006e-05,4.846,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.639,0.856,0.615,9.152
V0217,V0472,4,19,37,0.281,14.225,0.00013443313214652155,3.871,VEHICLE_SUPPLIES,1.0,TN-NORTH,0.484,0.794,0.643,9.145
V0050,V0184,18,55,63,1.386,12.987,9.154867153829238e-17,16.038,LAB_EQUIPMENT,0.763,KA-NORTH,0.504,0.659,0.703,9.134
V0302,V0383,5,24,36,0.346,14.468,1.6220660883019226e-05,4.79,ELECTRICAL_EQUIPMENT,1.0,KA-NORTH,0.55,0.82,0.631,9.129
V0187,V0251,4,34,19,0.258,15.48,9.577749156156756e-05,4.019,WATER_INFRASTRUCTURE,1.0,KA-NORTH,0.78,0.912,0.59,9.126
V0096,V0200,3,17,30,0.204,14.706,0.0009472253137508946,3.024,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.609,0.843,0.62,9.124
V0319,V0546,4,34,20,0.272,14.706,0.0001185720851233651,3.926,FURNITURE,1.0,KA-NORTH,0.609,0.843,0.62,9.124
V0175,V0549,3,22,23,0.202,14.822,0.000935218441394491,3.029,IT_SERVICES,1.0,KA-SOUTH,0.64,0.856,0.615,9.113
V0072,V0399,3,58,9,0.209,14.368,0.0009018901053592869,3.045,ROAD_CONSTRUCTION,1.0,KA-NORTH,0.536,0.814,0.634,9.103
V0007,V0292,5,39,27,0.421,11.871,4.460293824989274e-05,4.351,FURNITURE,0.591,KA-CENTRAL,0.409,0.518,0.767,9.103
V0079,V0344,6,30,38,0.456,13.158,3.7283843244984726e-06,5.428,ELECTRICAL_EQUIPMENT,0.795,KA-SOUTH,0.523,0.686,0.691,9.094
V0475,V0538,3,24,22,0.211,14.205,0.0010627301742178745,2.974,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.5,0.8,0.64,9.091
V0093,V0195,7,34,42,0.571,12.255,8.650433080006118e-07,6.063,BUILDING_CONSTRUCTION,0.592,KA-SOUTH,0.551,0.576,0.741,9.081
V0176,V0413,4,17,40,0.272,14.706,0.00011521526513278388,3.938,BUILDING_CONSTRUCTION,1.0,KA-NORTH,0.625,0.85,0.617,9.081
V0003,V0169,7,40,35,0.56,12.5,7.528451063739634e-07,6.123,CIVIL_MAINTENANCE,0.542,KA-SOUTH,0.708,0.608,0.726,9.078
V0022,V0234,3,24,21,0.202,14.881,0.0009236264656832742,3.035,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.667,0.867,0.61,9.077
V0135,V0198,3,24,21,0.202,14.881,0.0009236264656832742,3.035,BUILDING_CONSTRUCTION,1.0,KA-NORTH,0.667,0.867,0.61,9.077
V0240,V0528,3,21,25,0.21,14.286,0.0010439070460858335,2.981,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.526,0.811,0.635,9.075
V0387,V0510,5,35,30,0.42,11.905,4.436515634400785e-05,4.353,ROAD_CONSTRUCTION,0.548,KA-NORTH,0.5,0.529,0.762,9.073
V0031,V0291,3,13,38,0.198,15.182,0.0008347183528282279,3.078,IT_SERVICES,1.0,KA-SOUTH,0.737,0.895,0.597,9.069
V0114,V0547,7,31,48,0.595,11.761,1.1380170612924029e-06,5.944,ROAD_CONSTRUCTION,0.582,KA-NORTH,0.4,0.509,0.771,9.067
V0061,V0367,6,37,26,0.385,15.593,1.2814417057926703e-06,5.892,ELECTRICAL_EQUIPMENT,1.0,KA-NORTH,0.825,0.93,0.582,9.067
V0119,V0407,14,64,40,1.024,13.672,1.643888024402867e-13,12.784,LAB_EQUIPMENT,1.0,KA-CENTRAL,0.375,0.75,0.662,9.058
V0373,V0532,3,22,29,0.255,11.755,0.0018645504201086713,2.729,VEHICLE_SUPPLIES,0.55,KA-CENTRAL,0.45,0.51,0.77,9.057
V0431,V0538,3,23,22,0.202,14.822,0.000935218441394491,3.029,MEDICAL_SUPPLIES,1.0,KA-SOUTH,0.667,0.867,0.61,9.041
V0232,V0499,3,22,25,0.22,13.636,0.0012007664471861755,2.921,MEDICAL_SUPPLIES,1.0,KA-SOUTH,0.375,0.75,0.662,9.034
V0164,V0286,3,24,21,0.202,14.881,0.0009236264656832742,3.035,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.684,0.874,0.607,9.03
V0055,V0363,4,16,45,0.288,13.889,0.00014252330792731058,3.846,BUILDING_CONSTRUCTION,1.0,KA-NORTH,0.444,0.778,0.65,9.028
V0269,V0361,3,39,13,0.203,14.793,0.000901551180974066,3.045,BUILDING_CONSTRUCTION,1.0,KA-CENTRAL,0.667,0.867,0.61,9.024
V0277,V0295,20,71,55,1.562,12.804,1.6376469818798502e-18,17.786,LAB_EQUIPMENT,0.787,KA-CENTRAL,0.46,0.656,0.705,9.024
V0143,V0224,3,13,42,0.218,13.736,0.0011222708580132137,2.95,WATER_INFRASTRUCTURE,1.0,KA-BENGALURU,0.409,0.764,0.656,9.016
V0056,V0080,4,17,39,0.265,15.083,0.00010412997170567269,3.982,ELECTRICAL_EQUIPMENT,1.0,KA-BENGALURU,0.735,0.894,0.598,9.014
V0092,V0242,5,20,41,0.328,15.244,1.1955755814548846e-05,4.922,FURNITURE,1.0,KA-SOUTH,0.775,0.91,0.59,9.002
V0039,V0515,3,56,9,0.202,14.881,0.0008131874724967654,3.09,BUILDING_CONSTRUCTION,1.0,KA-CENTRAL,0.696,0.878,0.605,9.0
V0373,V0390,3,22,23,0.202,14.822,0.000935218441394491,3.029,VEHICLE_SUPPLIES,1.0,TN-NORTH,0.684,0.874,0.607,8.995
V0119,V0355,23,64,69,1.766,13.021,1.6929011172413182e-21,20.771,LAB_EQUIPMENT,0.798,KA-SOUTH,0.525,0.689,0.69,8.987
V0043,V0045,3,51,9,0.184,16.34,0.0006165075311022112,3.21,ROAD_CONSTRUCTION,1.0,KA-SOUTH,1.0,1.0,0.55,8.987
V0138,V0249,4,18,37,0.266,15.015,0.00010726399624308345,3.97,BUILDING_CONSTRUCTION,1.0,KA-SOUTH,0.731,0.892,0.598,8.986
V0364,V0523,5,31,34,0.422,11.86,4.5279574766725416e-05,4.344,FURNITURE,0.628,KA-CENTRAL,0.419,0.544,0.755,8.956
V0375,V0453,3,17,32,0.218,13.787,0.0011474812006685015,2.94,VEHICLE_SUPPLIES,1.0,KA-BENGALURU,0.45,0.78,0.649,8.948
V0204,V0536,3,23,22,0.202,14.822,0.000935218441394491,3.029,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.704,0.881,0.603,8.943
V0336,V0507,3,35,16,0.224,13.393,0.0012431772312238103,2.905,ELECTRICAL_EQUIPMENT,1.0,KA-NORTH,0.346,0.738,0.668,8.942
V0141,V0409,3,28,18,0.202,14.881,0.0009180177538108392,3.037,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.72,0.888,0.6,8.935
V0220,V0487,4,37,18,0.266,15.015,0.00010726399624308345,3.97,ROAD_CONSTRUCTION,1.0,KA-NORTH,0.75,0.9,0.595,8.934
V0056,V0063,3,17,30,0.204,14.706,0.0009472253137508946,3.024,ELECTRICAL_EQUIPMENT,1.0,KA-CENTRAL,0.682,0.873,0.607,8.931
V0061,V0080,8,37,39,0.577,13.86,4.593224350347287e-08,7.338,ELECTRICAL_EQUIPMENT,1.0,KA-NORTH,0.476,0.79,0.644,8.93
V0175,V0459,3,22,21,0.185,16.234,0.000710412725155792,3.148,IT_SERVICES,1.0,KA-NORTH,1.0,1.0,0.55,8.929
V0367,V0513,8,26,55,0.572,13.986,3.747925636692137e-08,7.426,ELECTRICAL_EQUIPMENT,1.0,KA-NORTH,0.509,0.804,0.638,8.928
V0286,V0529,3,21,24,0.202,14.881,0.0009236264656832742,3.035,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.724,0.89,0.6,8.923
V0329,V0528,4,27,25,0.27,14.815,0.0001170490074434377,3.932,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.71,0.884,0.602,8.922
V0220,V0313,6,37,28,0.414,14.479,2.0523526530451525e-06,5.688,WATER_INFRASTRUCTURE,1.0,KA-CENTRAL,0.633,0.853,0.616,8.921
V0217,V0326,3,19,27,0.205,14.62,0.0009707212202398751,3.013,VEHICLE_SUPPLIES,1.0,TN-NORTH,0.667,0.867,0.61,8.918
V0200,V0538,4,30,22,0.264,15.152,0.00010620218343380745,3.974,MEDICAL_SUPPLIES,1.0,KA-NORTH,0.786,0.914,0.589,8.918
V0294,V0422,4,32,27,0.346,11.574,0.0003159332390889547,3.5,CIVIL_MAINTENANCE,0.605,KA-CENTRAL,0.368,0.511,0.77,8.915
V0016,V0122,9,50,36,0.72,12.5,1.5196954846077662e-08,7.818,BUILDING_CONSTRUCTION,0.725,KA-CENTRAL,0.507,0.638,0.713,8.913
V0003,V0441,4,40,17,0.272,14.706,0.00011521526513278388,3.938,VEHICLE_SUPPLIES,1.0,KA-SOUTH,0.69,0.876,0.606,8.91
V0475,V0536,3,24,22,0.211,14.205,0.0010627301742178745,2.974,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.571,0.829,0.627,8.909
V0211,V0292,3,20,27,0.216,13.889,0.0011338154933890842,2.945,FURNITURE,1.0,KA-CENTRAL,0.5,0.8,0.64,8.889
V0082,V0176,3,32,17,0.218,13.787,0.0011474812006685015,2.94,BUILDING_CONSTRUCTION,1.0,KA-BENGALURU,0.476,0.79,0.644,8.883
V0230,V0275,9,41,46,0.754,11.93,2.4178898417602468e-08,7.617,VEHICLE_SUPPLIES,0.5,KA-CENTRAL,0.672,0.569,0.744,8.876
V0262,V0452,3,26,20,0.208,14.423,0.0010130049206859666,2.994,MEDICAL_SUPPLIES,1.0,KA-SOUTH,0.64,0.856,0.615,8.867
V0087,V0266,3,22,24,0.211,14.205,0.0010627301742178745,2.974,IT_SERVICES,1.0,KA-SOUTH,0.591,0.836,0.624,8.859
V0294,V0335,6,32,38,0.486,12.336,5.565283776773545e-06,5.255,CIVIL_MAINTENANCE,0.553,KA-NORTH,0.737,0.626,0.718,8.859
V0346,V0445,4,41,16,0.262,15.244,9.838594223316557e-05,4.007,ROAD_CONSTRUCTION,1.0,KA-SOUTH,0.828,0.931,0.581,8.857
V0021,V0421,4,15,46,0.276,14.493,0.00011820621635506568,3.927,ROAD_CONSTRUCTION,1.0,KA-CENTRAL,0.667,0.867,0.61,8.841
V0245,V0253,3,38,14,0.213,14.098,0.001051245282835975,2.978,VEHICLE_SUPPLIES,1.0,KA-NORTH,0.571,0.829,0.627,8.841
V0176,V0414,3,17,31,0.211,14.231,0.0010443000551912393,2.981,BUILDING_CONSTRUCTION,1.0,KA-NORTH,0.609,0.843,0.62,8.829
V0289,V0359,6,27,40,0.432,13.889,2.6329887949418336e-06,5.58,WATER_INFRASTRUCTURE,0.683,KA-NORTH,1.0,0.81,0.636,8.828
V0302,V0501,3,24,21,0.202,14.881,0.0009236264656832742,3.035,ELECTRICAL_EQUIPMENT,1.0,KA-NORTH,0.762,0.905,0.593,8.822
V0022,V0200,4,24,30,0.288,13.889,0.0001517133649455911,3.819,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.529,0.812,0.635,8.815
V0100,V0531,5,26,43,0.447,11.181,5.974514761853538e-05,4.224,WATER_INFRASTRUCTURE,0.514,TN-NORTH,0.405,0.47,0.788,8.815
V0395,V0409,3,26,18,0.187,16.026,0.0007351971380695941,3.134,MEDICAL_SUPPLIES,1.0,KA-NORTH,1.0,1.0,0.55,8.814
V0160,V0294,3,16,32,0.205,14.648,0.0009532578680054198,3.021,VEHICLE_SUPPLIES,1.0,KA-CENTRAL,0.72,0.888,0.6,8.795
V0288,V0436,4,29,28,0.325,12.315,0.00024691934168880226,3.607,BUILDING_CONSTRUCTION,0.727,KA-CENTRAL,0.5,0.636,0.714,8.788
V0200,V0341,3,30,17,0.204,14.706,0.0009472253137508946,3.024,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.737,0.895,0.597,8.785
V0041,V0050,11,39,55,0.858,12.821,2.1689335563474557e-10,9.664,LAB_EQUIPMENT,1.0,KA-SOUTH,0.25,0.7,0.685,8.782
V0014,V0322,9,46,40,0.736,12.228,1.9128820719949928e-08,7.718,FURNITURE,0.76,KA-NORTH,0.427,0.627,0.718,8.78
V0044,V0250,3,34,15,0.204,14.706,0.0009358092391522028,3.029,ROAD_CONSTRUCTION,1.0,KA-CENTRAL,0.739,0.896,0.597,8.779
V0020,V0041,18,85,39,1.326,13.575,2.0392232725343487e-17,16.691,LAB_EQUIPMENT,1.0,KA-CENTRAL,0.465,0.786,0.646,8.773
V0023,V0405,5,44,25,0.44,11.364,5.477129188571732e-05,4.261,ELECTRICAL_EQUIPMENT,0.649,KA-SOUTH,0.297,0.508,0.771,8.766
V0025,V0050,18,61,55,1.342,13.413,4.776685097044285e-17,16.321,LAB_EQUIPMENT,0.966,KA-CENTRAL,0.483,0.772,0.652,8.751
V0192,V0378,3,22,24,0.211,14.205,0.0010627301742178745,2.974,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.636,0.855,0.615,8.743
